Time (s),Voltage 1 (V),Current 1 (A),Voltage 2 (V),Current 2 (A),Voltage 3 (V),Current 3 (A),Peak (A),Signal Angle (deg),Delta t (s),PMU1 Voltage DFT Real,PMU1 Voltage DFT Imag,PMU1 Voltage Magnitude,PMU1 Voltage Phase,PMU1 Voltage DFT RMS,PMU1 Current DFT Real,PMU1 Current DFT Imag,PMU1 Current Magnitude,PMU1 Current Phase,PMU1 Current DFT RMS,PMU1 Sync Offset,PMU1 Sync Fault,PMU1 Sync Fault Active,PMU1 Mag Noise,PMU1 Phase Noise,PMU1 Clock Drift,PMU1 Clock Drift Fault,PMU1 Packet Loss,PMU1 Bad Data,PMU2 Voltage DFT Real,PMU2 Voltage DFT Imag,PMU2 Voltage Magnitude,PMU2 Voltage Phase,PMU2 Voltage DFT RMS,PMU2 Current DFT Real,PMU2 Current DFT Imag,PMU2 Current Magnitude,PMU2 Current Phase,PMU2 Current DFT RMS,PMU2 Sync Offset,PMU2 Sync Fault,PMU2 Sync Fault Active,PMU2 Mag Noise,PMU2 Phase Noise,PMU2 Clock Drift,PMU2 Clock Drift Fault,PMU2 Packet Loss,PMU2 Bad Data,PMU3 Voltage DFT Real,PMU3 Voltage DFT Imag,PMU3 Voltage Magnitude,PMU3 Voltage Phase,PMU3 Voltage DFT RMS,PMU3 Current DFT Real,PMU3 Current DFT Imag,PMU3 Current Magnitude,PMU3 Current Phase,PMU3 Current DFT RMS,PMU3 Sync Offset,PMU3 Sync Fault,PMU3 Sync Fault Active,PMU3 Mag Noise,PMU3 Phase Noise,PMU3 Clock Drift,PMU3 Clock Drift Fault,PMU3 Packet Loss,PMU3 Bad Data
1.547,264.30493506624555,4.676824801930609,269.5437269100551,1.2308490272997665,275.0376520729254,-5.907673829230566,10,126.0,0.001,1920.2951839085022,2643.0595729326315,1.005225591589948,53.919306430026566,231.01187739392333,24.80887934310563,75.01538913357652,0.7897593227188435,71.29560420751436,5.586944201047064,0.0,0.0,False,-0.0035390341540394426,-0.4044568141262452,0.0,False,False,False,2001.692613938434,2562.0496441317073,1.0004175196646685,52.08843602413689,229.90075793362547,4.837618159993033,24.92263429722092,0.2538487673225242,78.86731042988318,1.7951883602771421,0.0,0.0,False,-0.00029205289301033875,-0.14786743873032737,0.0,False,False,False,2084.6799400373184,2484.4247367390753,0.9978713566033673,50.131415772140514,229.3278954348448,-29.646497503097685,-99.9380234307977,1.0425868171495891,-106.71480858704115,7.37106618524615,0.0,0.0,False,0.0016064031710729058,-0.1918805708123793,0.0,False,False,False
1.548,192.02868147495835,2.4799423940852723,200.16905796071333,0.4845413240231687,208.46787425401038,-2.964483718108824,10,144.0,0.001,1009.5571302396722,3107.1022934372286,1.0052280082167153,71.66678858933282,231.0117990612238,0.41201610906724984,79.00972005949072,0.7893605375164439,89.59676120407156,5.586906845989658,0.0,0.0,False,-0.007474058149229433,-0.10445821371812568,0.0,False,False,False,1112.0054949516427,3055.210905056596,1.0003752760760585,70.15444312054689,229.90073831090004,-3.0993502258880943,25.19816855811788,0.25499582091011475,97.2594749706898,1.7952070500446922,0.0,0.0,False,0.011152051660148059,0.24736976101315353,0.0,False,False,False,1214.9187279588837,3007.0297836803084,0.9979159656562725,68.08737146416226,229.32788355851622,2.6873341168213454,-104.2078886176087,1.0426594205367163,-88.7424143698603,7.371060240832174,0.0,0.0,False,0.002340843713210525,-0.2196421154726323,0.0,False,False,False
1.549,100.95540274146269,0.04029785514599349,111.20046476660835,-0.30918999767127653,121.49181804426098,0.26889214252496285,10,162.0,0.001,-0.0024669677732731543,3266.99988682691,1.005240258026146,89.84549894625441,231.01177741116496,-24.025094408459864,75.26950961303126,0.7890574983199071,107.64692903044829,5.586906227386323,0.0,0.0,False,-0.010503575277369798,-0.05550942381362445,0.0,False,False,False,113.46774294896318,3249.3067583190286,1.0004068347486959,88.08597548295624,229.90073225576785,-10.733001705820193,23.007558704927035,0.25324118978885296,114.76719262115162,1.795195091317101,0.0,0.0,False,-0.006377347357721705,-0.24180881572780916,0.0,False,False,False,226.23292242123938,3235.2857571302047,0.9979081145640846,86.02524080531057,229.32787952489355,34.75809611427995,-98.27706831795844,1.0417745041916444,-70.73163779141701,7.371060779379787,0.0,0.0,False,-0.006509081358848604,-0.20902785695061654,0.0,False,False,False
1.55,-1.1208590304307278e-11,-2.4032829460368372,11.346816533628175,-1.072662564339283,22.623307847216022,3.4759455103758663,10,180.0,0.001,-1009.5608318763323,3107.100768767292,1.0052296211561054,108.03691961463869,231.01177741116496,-46.11022113874115,64.16092694940959,0.789202487465399,125.71320449125803,5.586938804242931,0.0,0.0,False,-0.009099754454884972,0.009719391881794565,0.0,False,False,False,-896.1767962314367,3125.337818932062,1.0004239279532336,106.15037378261835,229.9007321927299,-17.3162302279811,18.5651945846004,0.2543772882618445,133.06751048796903,1.7951577636415725,0.0,0.0,False,0.005036426677178073,0.061063051998233676,0.0,False,False,False,-784.5980125111871,3146.849410348434,0.9979235822974115,104.18156654978971,229.327879385028,63.426451366721906,-82.72612153401023,1.041789958111253,-52.85240505045186,7.371067058789714,0.0,0.0,False,-0.006363422589442677,-0.32993312448664397,0.0,False,False,False
1.551,-100.95530368684767,-4.611589651226489,-89.61751458332546,-1.7311552650433943,-78.45971681765414,6.342744916269953,10,198.0,0.001,-1920.295406262294,2643.0572851802963,1.0052384056695667,125.7524763681339,231.01175576209002,-63.68138507752374,46.77145466433542,0.7906409519382458,143.6343425377812,5.5869883554603215,0.0,0.0,False,0.005214814269915969,-0.0698496421447992,0.0,False,False,False,-1818.0970891675288,2695.4391006560363,1.000384634363307,124.21567075031003,229.90072826096986,-22.20473308991995,12.305845660830613,0.2539081493619359,150.93281059680112,1.7951100370489408,0.0,0.0,False,0.00041253327267777254,-0.07200361883935417,0.0,False,False,False,-1718.626905480679,2750.3775482813626,0.9979200068589331,121.65036276143404,229.32787770278054,85.88611816744357,-59.07730032516636,1.0412627099311633,-34.700212064183724,7.371076145171064,0.0,0.0,False,-0.011648754474078,-0.17783225833727168,0.0,False,False,False
1.552,-192.02830464886932,-6.368444520693795,-181.8094372601875,-2.2202212111027846,-171.8625455519962,8.588665731796665,10,216.0,0.001,-2643.057285296042,1920.2935216002707,1.0052433366191897,143.9009815603079,231.01167743705568,-75.01850186710558,24.80342891371374,0.7901770826994613,161.65091763728515,5.5870321765059545,0.0,0.0,False,0.0005141495650198705,-0.053604601697395476,0.0,False,False,False,-2562.049184146149,2001.6921494280582,1.0004148446897414,141.82397110816567,229.90071208095318,-24.920069047430935,4.842110584675475,0.253166109575793,168.95503065961643,1.7950708568785687,0.0,0.0,False,-0.006952455460435233,-0.04909048982480573,0.0,False,False,False,-2484.424516038862,2084.679635345981,0.9979059355788593,139.9601139397924,229.32786963124636,99.93857091453663,-29.64553949838951,1.0424628524385497,-16.705460221727833,7.3710840344519335,0.0,0.0,False,0.0003415134717805924,-0.18312259779176734,0.0,False,False,False
1.553,-264.3041570813166,-7.501864717831151,-256.20456675656595,-2.4919951729717,-248.44226023906947,9.993859890802831,10,234.0,0.001,-3107.097719699546,1009.558850161423,1.0052539422129854,162.04342620895707,231.01152905971352,-79.01176507505087,0.4073898273379082,0.7903692714064041,179.4353582063588,5.587049752215584,0.0,0.0,False,0.002411180827520211,-0.2692236257575497,0.0,False,False,False,-3055.209914985769,1112.0058021729642,1.0004093684198383,159.9106883069202,229.9006799543412,-25.196483693104476,-3.0955374623303538,0.25328784078279554,-172.966923092478,1.7950559081510116,0.0,0.0,False,-0.005714002697158096,0.029048469752123208,0.0,False,False,False,-3007.029264223136,1214.9188511102639,0.997900471112129,158.32658904028187,229.32785276408768,104.20824876815558,2.6881476349922093,1.04359824288288,1.4449313493441178,7.371087182035399,0.0,0.0,False,0.011690966559860077,-0.03273828434532967,0.0,False,False,False
1.554,-310.7080188878701,-7.900898131268945,-305.5205942777133,-2.5198781835088657,-300.70270742133715,10.420776314777795,10,252.0,0.001,-3266.9934747992165,0.002466663508783995,1.0052267566273032,179.84730701623332,231.01132401233863,-75.27028671923543,-24.028443682192975,0.7904580107259747,-162.40643792239194,5.587030592624417,0.0,0.0,False,0.0033256697769053177,-0.1110187414225079,0.0,False,False,False,-3249.305335199908,113.46879163752743,1.0004095390583576,177.87478250086338,229.90063427526974,-23.00691927261957,-10.730241926669304,0.2547050360518156,-155.0273355921194,1.7950716228352637,0.0,0.0,False,0.008435726073444698,-0.031302406921656895,0.0,False,False,False,-3235.284989767513,226.23346135525622,0.9978913012389612,175.92694755336376,229.32782805464055,98.27720599185531,34.75868560886213,1.0433441694621066,19.408984485854063,7.371083856130414,0.0,0.0,False,0.009154935892063601,-0.06868581472220936,0.0,False,False,False
1.555,-326.69758437269513,-7.526484634516153,-324.93012962568196,-2.301140822309472,-323.52827377715204,9.827625456825507,10,270.0,0.001,-3107.0931461788464,-1009.5531676202767,1.005234037341427,-162.0606941002103,231.01109732309072,-64.16036006416533,-46.11196554130507,0.7894242182139155,-144.4623448000801,5.586978239462654,0.0,0.0,False,-0.0069382167922886085,-0.16709701122925194,0.0,False,False,False,-3125.336102161502,-896.1751089032277,1.000384641966594,-164.0191533122317,229.90058261443968,-18.56566331629306,-17.31479372792277,0.25451042377082755,-137.26855346510843,1.7951127209933972,0.0,0.0,False,0.006431481690943143,-0.2719084887041,0.0,False,False,False,-3146.8484701976004,-784.5971105538705,0.9979065645150964,-166.068231459929,229.3277994517287,82.72602338045868,63.42675926922776,1.0431122168634588,37.682964371043575,7.371074798067364,0.0,0.0,False,0.006848219941197136,0.2052691682664856,0.0,False,False,False
1.556,-310.7077140669982,-6.415279559011314,-312.53323918108947,-1.857190393471884,-314.68463766559137,8.272469952483165,10,288.0,0.001,-2643.049198224614,-1920.2857617285727,1.0052241863858289,-144.24465481788226,231.01089228576714,-46.769599263618886,-63.681353837728764,0.7901705421878265,-126.25798642270834,5.586908913650514,0.0,0.0,False,0.0006230644505726701,0.0367503975087853,0.0,False,False,False,-2695.437258336631,-1818.094928507955,1.0004238726924137,-145.85424329213106,229.90053482642926,-12.30737681697479,-22.204760662183837,0.25402266375904914,-118.62739658638,1.7951642267211587,0.0,0.0,False,0.001481041474419072,0.37078150740829685,0.0,False,False,False,-2750.3765273724503,-1718.6257287938624,0.9979004327518395,-147.8188865650647,229.32777239132608,59.076976080594015,85.88611449991264,1.0419732616362098,55.89337299392804,7.371062937839827,0.0,0.0,False,-0.004524559436655773,0.415607107965561,0.0,False,False,False
