Time (s),Voltage 1 (V),Current 1 (A),Voltage 2 (V),Current 2 (A),Voltage 3 (V),Current 3 (A),Peak (A),Signal Angle (deg),Delta t (s),PMU1 Voltage DFT Real,PMU1 Voltage DFT Imag,PMU1 Voltage Magnitude,PMU1 Voltage Phase,PMU1 Voltage DFT RMS,PMU1 Current DFT Real,PMU1 Current DFT Imag,PMU1 Current Magnitude,PMU1 Current Phase,PMU1 Current DFT RMS,PMU1 Sync Offset,PMU1 Sync Fault,PMU1 Sync Fault Active,PMU1 Mag Noise,PMU1 Phase Noise,PMU1 Clock Drift,PMU1 Clock Drift Fault,PMU1 Packet Loss,PMU1 Bad Data,PMU2 Voltage DFT Real,PMU2 Voltage DFT Imag,PMU2 Voltage Magnitude,PMU2 Voltage Phase,PMU2 Voltage DFT RMS,PMU2 Current DFT Real,PMU2 Current DFT Imag,PMU2 Current Magnitude,PMU2 Current Phase,PMU2 Current DFT RMS,PMU2 Sync Offset,PMU2 Sync Fault,PMU2 Sync Fault Active,PMU2 Mag Noise,PMU2 Phase Noise,PMU2 Clock Drift,PMU2 Clock Drift Fault,PMU2 Packet Loss,PMU2 Bad Data,PMU3 Voltage DFT Real,PMU3 Voltage DFT Imag,PMU3 Voltage Magnitude,PMU3 Voltage Phase,PMU3 Voltage DFT RMS,PMU3 Current DFT Real,PMU3 Current DFT Imag,PMU3 Current Magnitude,PMU3 Current Phase,PMU3 Current DFT RMS,PMU3 Sync Offset,PMU3 Sync Fault,PMU3 Sync Fault Active,PMU3 Mag Noise,PMU3 Phase Noise,PMU3 Clock Drift,PMU3 Clock Drift Fault,PMU3 Packet Loss,PMU3 Bad Data
0.992,-192.0813806718108,-6.346981450201063,-181.82128118411492,-2.23758897389292,-171.8685857342557,8.584570424094071,10,216.0,0.001,-2643.7879777175426,1920.8244007632698,1.0054945989831654,144.17456946412676,231.0755422983076,-74.94555587024155,25.273422129852484,0.7908682151455281,161.6463724582064,5.592665827158465,0.0,0.0,False,-0.0005417111327636001,0.2817011089715972,0.0,False,False,False,-2562.2163122646875,2001.8227205909607,1.0004501013433038,141.95242823698325,229.91570885336924,-24.97877773059179,4.461053264860503,0.2534750744771944,169.79302181957988,1.794213383555912,0.0,0.0,False,-0.002650156044146843,-0.08106784025338204,0.0,False,False,False,-2484.511837067137,2084.7529062226868,0.9979391605693871,139.90902297145064,229.33592989903107,99.92433360083311,-29.73447539471278,1.043166821386495,-16.619907591872128,7.371910021347712,0.0,0.0,False,0.0062130810808829085,-0.04848593078355224,0.0,False,False,False
0.993,-264.377208479119,-7.494569302844577,-256.2212551278757,-2.497868369833387,-248.45099180456563,9.99243767267806,10,234.0,0.001,-3107.9566722177733,1009.8379589556511,1.0055203499131207,162.01712612969402,231.07539223953174,-79.08762250395421,0.8769223669997648,0.7902170840345086,179.26847289121343,5.59268317812019,0.0,0.0,False,-0.007077560208350248,-0.09625840179178129,0.0,False,False,False,-3055.4091738890065,1112.0783496760196,1.0004901655683285,160.34949191740785,229.91567449505527,-25.134577038103707,-3.476090147847632,0.253404021228364,-172.40006975287793,1.7941992163641327,0.0,0.0,False,-0.003340653097696073,-0.27407861444850845,0.0,False,False,False,-3007.1349525722926,1214.9615524429535,0.9979370439390407,157.90459982984171,229.33591298460604,104.22219954205778,2.5991677808480307,1.042094956481657,1.2864576383583357,7.371913778164225,0.0,0.0,False,-0.0045108809083610835,-0.14212938918461443,0.0,False,False,False
0.994,-310.79389421455573,-7.9084847899454545,-305.54049255452304,-2.513680231317151,-300.71327564076483,10.4221650212626,10,252.0,0.001,-3267.8966036618813,0.0024946613757919067,1.005516026963092,179.6478119750378,231.07518486664767,-75.48752521479487,-23.60533301967515,0.7914236217421247,-162.87912202935422,5.592664038731478,0.0,0.0,False,0.005014884050901895,-0.24385114823401766,0.0,False,False,False,-3249.517214662883,113.47622878570495,1.00042478949868,178.32042842828335,229.91562564221084,-22.830440047471946,-11.073037123596762,0.25307874830960014,-154.25746834543693,1.79421451323659,0.0,0.0,False,-0.006615015329825629,-0.13140965001205848,0.0,False,False,False,-3235.3986997928914,226.24141356659948,0.9979351234416679,176.02915357701585,229.33588820586004,98.3179652622666,34.67837014327201,1.0436597246038635,19.627301877792025,7.371910081215735,0.0,0.0,False,0.011142028588397631,0.198714133676664,0.0,False,False,False
0.995,-326.78787720174165,-7.5482110357044805,-324.95128948823134,-2.2834767158633618,-323.53964414622124,9.83168775156786,10,270.0,0.001,-3107.9520468132755,-1009.8322119148099,1.0055134536087622,-161.98683721706206,231.07495560436217,-64.49771771601581,-45.77669480875625,0.7903110329512091,-144.56683640843858,5.592611813003327,0.0,0.0,False,-0.006037145525197279,0.0682671604843153,0.0,False,False,False,-3125.5398613943726,-896.2334944109119,1.0004233971522065,-164.39286815775753,229.91557039127588,-18.29187082226842,-17.586269354152975,0.2538524869652202,-136.19752090963266,1.7942538950429714,0.0,0.0,False,0.0010666769416804412,-0.0708522761678942,0.0,False,False,False,-3146.959071144228,-784.6246855300252,0.9979157985506552,-165.83864845136404,229.33585952266637,82.78958853828411,63.36296416290928,1.0436468148901048,37.41997108502391,7.371899754421688,0.0,0.0,False,0.011027535743008488,-0.008644968745413246,0.0,False,False,False
0.996,-310.7935859058354,-6.449019257104493,-312.55358929956054,-1.829787651138585,-314.6956971708316,8.278806908243201,10,288.0,0.001,-2643.779798901366,-1920.8165528131215,1.0054979505724093,-143.92428499186107,231.074748237879,-47.1940555909656,-63.466743548506614,0.7908371076197762,-126.68044017386273,5.592542543322785,0.0,0.0,False,-0.0006784367178439371,-0.04584028871410556,0.0,False,False,False,-2695.612956292406,-1818.2134063901474,1.000472309197072,-146.3658363749214,229.91551928163034,-11.963058964964635,-22.378331376083615,0.25408713364553936,-118.30136585982594,1.7943027823879518,0.0,0.0,False,0.003344006598572112,-0.17319638952645122,0.0,False,False,False,-2750.4731929335267,-1718.6861313843647,0.9979657874534325,-147.95202643816197,229.33583238625081,59.15711455593028,85.8450749245903,1.0422551290834068,55.44077697763997,7.371886153282612,0.0,0.0,False,-0.0028700874086272604,0.01208001813887069,0.0,False,False,False
0.997,-264.3766839530094,-4.718515671220499,-269.56097276060996,-1.1970155588167375,-275.0471457897785,5.915531230037224,10,306.0,0.001,-1920.8165529154885,-2643.777175867004,1.0054985375469832,-125.75229220546619,231.07459818843623,-25.270474592752127,-74.94375826501086,0.7917690531654425,-108.42290739838174,5.592478783610767,0.0,0.0,False,0.008731188588289147,0.21081401455748094,0.0,False,False,False,-2001.8208088282436,-2562.2137215400044,1.0004698615282954,-128.20208564479086,229.9154812698097,-4.463406792924522,-24.98021886275881,0.2536886394930698,-99.98883170075261,1.7943429641939357,0.0,0.0,False,-0.0006977605811070778,0.14173779071005854,0.0,False,False,False,-2084.751901676197,-2484.510497086471,0.9979463656122544,-129.84848534726356,229.33581165700426,29.733881385676415,99.92397712776967,1.0430414507736185,73.26801125521824,7.371873882293603,0.0,0.0,False,0.005010483292569039,-0.160824103446387,0.0,False,False,False
0.998,-192.08080903601711,-2.5261073027891876,-200.18186356965805,-0.44708998203422357,-208.4750700874382,2.9731972848235197,10,324.0,0.001,-1009.8312101819824,-3107.9458797863226,1.0054953614630884,-107.60312805787855,231.07451898401072,-0.8731634176345553,-79.08423875052284,0.7911065416640016,-90.76494522750379,5.592440984535998,0.0,0.0,False,0.002159529538063392,-0.13237233141466953,0.0,False,False,False,-1112.0766836005246,-3055.4065568474416,1.000493985531196,-110.30778191099408,229.9154603091567,3.4730917155121626,-25.13728058220186,0.2527547843649554,-82.25478045968464,1.7943595530616239,0.0,0.0,False,-0.01005977206391974,-0.12124684123025552,0.0,False,False,False,-1214.960665455725,-3007.1335837646675,0.9979395145608613,-112.05693017653508,229.33579974798906,-2.5999282978773977,104.2215193327248,1.0426102230312264,91.77721869109796,7.371867035960305,0.0,0.0,False,0.0007078880460519309,0.34820450935721914,0.0,False,False,False
0.999,-100.9828072662335,-0.08641794479246985,-111.20757784807435,0.3465935727681718,-121.49601164261723,-0.2601756279753898,10,342.0,0.001,0.0024944658925249996,-3267.886877071185,1.0054809467097607,-90.1600414233688,231.07449709282378,23.609535451807492,-75.48288649161358,0.7916025540419475,-72.57166356758012,5.592439681103398,0.0,0.0,False,0.007121496649581477,0.059698674400424694,0.0,False,False,False,-113.47497141019261,-3249.514827455634,1.0004834083247818,-92.35469574229585,229.91545384108656,11.069687207497074,-22.834141547410134,0.253945331683021,-64.20912798732142,1.7943466709069713,0.0,0.0,False,0.001863919234559052,-0.07261661691813072,0.0,False,False,False,-226.24073096186828,-3235.3974361464298,0.997944914756048,-93.72104072082246,229.33579570325531,-34.67922265930445,98.31702803902385,1.0425968523566573,109.61392432412045,7.371867635368874,0.0,0.0,False,0.0005733336086325482,0.18472340308587512,0.0,False,False,False
1.0,6.419361755009516e-13,2.361722239423167,-11.347542260326343,1.1063568824896208,-22.624088744210844,-3.4680791219125355,10,0.0,0.001,1009.8349530879059,-3107.9443381216197,1.0055032322930486,-71.93743216602853,231.07449709282378,45.78092937131609,-64.49227805780852,0.7906948740858911,-54.90578223092632,5.592471467601388,0.0,0.0,False,-0.0020002558075383555,-0.2754611309800616,0.0,False,False,False,896.234220112598,-3125.5379376192095,1.0004399074960433,-73.99245958394161,229.91545377374894,17.582895828368684,-18.2962080885629,0.25349200913105574,-45.858562778101756,1.7943096947451118,0.0,0.0,False,-0.0026170140955082705,0.280384245433922,0.0,False,False,False,784.6250969359896,-3146.9580363521554,0.9979398969044463,-76.18364281164803,229.33579556300435,-63.36382519968471,82.78848614637155,1.041406172869771,127.54914974193746,7.3718748573019575,0.0,0.0,False,-0.011343674615943197,0.11978968952746916,0.0,False,False,False
1.0010000000000001,100.98270709860817,4.578656679027262,89.62324570763566,1.7578414153589788,78.46242502690052,-6.336498094386518,10,18.000000000003638,0.001,1920.816777781692,-2643.77486261419,1.0054897186409122,-53.88915450015084,231.0744752022421,63.47059573129856,-47.18834744812101,0.7908419999175297,-36.632278421822235,5.592520298295986,0.0,0.0,False,-0.0005980545217133124,-0.002662059269422654,0.0,False,False,False,1818.213529510213,-2695.6116841351613,1.0004596842081361,-56.01402729157793,229.91544957375075,22.37526447746572,-11.967607514777418,0.25427951712003405,-28.149731701125948,1.794263205419283,0.0,0.0,False,0.0053238116293676105,-0.00923989804743131,0.0,False,False,False,1718.6862313225738,-2750.472488286318,0.9979457842738636,-58.08367434084678,229.33579387611655,-85.84586020876458,59.15595496289848,1.041829956990144,145.38038628900708,7.371885349947876,0.0,0.0,False,-0.007120672254376208,-0.04908031429841542,0.0,False,False,False
