Time (s),Voltage 1 (V),Current 1 (A),Voltage 2 (V),Current 2 (A),Voltage 3 (V),Current 3 (A),Peak (A),Signal Angle (deg),Delta t (s),PMU1 Voltage DFT Real,PMU1 Voltage DFT Imag,PMU1 Voltage Magnitude,PMU1 Voltage Phase,PMU1 Voltage DFT RMS,PMU1 Current DFT Real,PMU1 Current DFT Imag,PMU1 Current Magnitude,PMU1 Current Phase,PMU1 Current DFT RMS,PMU1 Sync Offset,PMU1 Sync Fault,PMU1 Sync Fault Active,PMU1 Mag Noise,PMU1 Phase Noise,PMU1 Clock Drift,PMU1 Clock Drift Fault,PMU1 Packet Loss,PMU1 Bad Data,PMU2 Voltage DFT Real,PMU2 Voltage DFT Imag,PMU2 Voltage Magnitude,PMU2 Voltage Phase,PMU2 Voltage DFT RMS,PMU2 Current DFT Real,PMU2 Current DFT Imag,PMU2 Current Magnitude,PMU2 Current Phase,PMU2 Current DFT RMS,PMU2 Sync Offset,PMU2 Sync Fault,PMU2 Sync Fault Active,PMU2 Mag Noise,PMU2 Phase Noise,PMU2 Clock Drift,PMU2 Clock Drift Fault,PMU2 Packet Loss,PMU2 Bad Data,PMU3 Voltage DFT Real,PMU3 Voltage DFT Imag,PMU3 Voltage Magnitude,PMU3 Voltage Phase,PMU3 Voltage DFT RMS,PMU3 Current DFT Real,PMU3 Current DFT Imag,PMU3 Current Magnitude,PMU3 Current Phase,PMU3 Current DFT RMS,PMU3 Sync Offset,PMU3 Sync Fault,PMU3 Sync Fault Active,PMU3 Mag Noise,PMU3 Phase Noise,PMU3 Clock Drift,PMU3 Clock Drift Fault,PMU3 Packet Loss,PMU3 Bad Data
3.753,-264.0302812313281,-7.530684305713679,-256.15048401763903,-2.4662227345773586,-248.40834989945273,9.996907040290932,10,234.0,0.001,-3103.876648526054,1008.5121137646366,1.0041739711323172,162.0061663954112,230.77204047366033,-78.7187629587049,-1.4269190078175975,0.787479164990307,-178.89573582570515,5.567171516849307,0.0,0.0,False,0.0016221867175845587,0.06578896182023668,0.0,False,False,False,-3054.563903580398,1111.7705737823424,1.0001742669324951,160.12726583609387,229.85206600969065,-25.449566087707478,-1.4827778766510231,0.2538358727251991,-176.6645467094017,1.8026078945295845,0.0,0.0,False,-0.01091380483255746,0.0009768945986275116,0.0,False,False,False,-3006.618783591186,1214.7530023446616,0.997777151737317,157.65970299015078,229.29654779944585,104.16832904641339,2.9096968844685316,1.041739878698993,1.0751844669406352,7.3686861489282265,0.0,0.0,False,-0.003497101695139277,-0.524822123896142,0.0,False,False,False
3.754,-310.3860725305836,-7.871608963875575,-305.4561115597711,-2.5452022109777,-300.6616643888359,10.416811174853256,10,252.0,0.001,-3263.606860376256,0.0022406131191559098,1.0041949093433493,180.1473463831002,230.77185420995323,-74.42480485591058,-25.682436419743553,0.787554950464899,-160.5529693616796,5.567153275370879,0.0,0.0,False,0.0024058388096938315,0.40855202277839875,0.0,False,False,False,-3248.6184470981734,113.44464134408184,1.0001696820831416,177.8103998010635,229.85203394223248,-23.745993838782244,-9.274626029080373,0.25504800812672107,-158.85949833145963,1.80262435267415,0.0,0.0,False,0.0011842738514065128,-0.19394424893188764,0.0,False,False,False,-3234.8433576261677,226.20257262450167,0.9977788635000212,176.07469260991252,229.29652365703328,98.17079869469377,34.95706244882413,1.0412023631282463,19.93134135001105,7.368684391193953,0.0,0.0,False,-0.008869771590959688,0.3313343774076575,0.0,False,False,False
3.755,-326.35908468020165,-7.441955329951009,-324.86156125230224,-2.375086711259881,-323.48411573829947,9.81704204121082,10,270.0,0.001,-3103.87249402377,-1008.506951983823,1.00417928360844,-162.1090173229576,230.77164829498707,-62.84517383237136,-47.423746513079735,0.7874816443437413,-142.63579435711458,5.567103199760992,0.0,0.0,False,0.001743595204764195,0.32554918369576563,0.0,False,False,False,-3124.6755771192293,-895.9858844284006,1.000206075474209,-163.76833449588972,229.8519976782922,-19.71842432932784,-16.15882335679173,0.25437814306807266,-140.7329623079065,1.8026700062787782,0.0,0.0,False,-0.005578940681913911,-0.06684148169281842,0.0,False,False,False,-3146.4189167822597,-784.4900185221852,0.9977531751318193,-165.81140511960922,229.29649571075205,82.56359816169973,63.582569869871854,1.0414898912881112,37.82607146161051,7.368680659610567,0.0,0.0,False,-0.00598921273647731,0.22605415714343763,0.0,False,False,False
3.7560000000000002,-310.38579575274883,-6.283785825221172,-312.46729733823145,-1.9725237933260498,-314.64168713726093,8.256309618546673,10,288.0,0.001,-2640.309740251996,-1918.295601656128,1.0041863657830974,-143.90107979462886,230.77146205502544,-45.11345866298373,-64.52252927514702,0.7867372805316502,-124.98221834011274,5.567037334435143,0.0,0.0,False,-0.0056068952790416186,-0.021386340640304757,0.0,False,False,False,-2694.8677345888723,-1817.7109166376538,1.0001869863252495,-146.11674504748274,229.85196413552637,-13.76101710252804,-21.461617844614736,0.25532020569785074,-122.199114735131,1.8027293643311453,0.0,0.0,False,0.003757740653173153,0.4685520731996131,0.0,False,False,False,-2750.0010996698957,-1718.3911417129575,0.9977803623578706,-148.26731845695906,229.29646927180536,58.87447576551093,85.9841471197619,1.041550944956804,55.711429082193156,7.368676086169275,0.0,0.0,False,-0.005372208226846309,0.1113843919016087,0.0,False,False,False
3.757,-264.0298103487498,-4.5104795269455975,-269.4865616415946,-1.3769104160532408,-274.99994093050094,5.887389942999468,10,306.0,0.001,-1918.2956020311722,-2640.3073843607262,1.0041777482513172,-126.18870523369296,230.77132729914604,-22.965492279312947,-75.30494292035833,0.7873666444702072,-106.67202503533548,5.566977754522469,0.0,0.0,False,0.0007710028270763376,0.28792993701879704,0.0,False,False,False,-2001.2675507424667,-2561.5056080980216,1.0001747363269082,-127.8726530625524,229.85193919099711,-6.4568044715703845,-24.664023382188212,0.25566075725937853,-104.51636666241566,1.802781702510343,0.0,0.0,False,0.007089238905599801,0.15389429356195405,0.0,False,False,False,-2084.3940795767303,-2484.084063142581,0.9977639995401066,-130.05628518476058,229.2964490755742,29.422296750883064,99.9689663025466,1.0417348259651689,73.73110189546932,7.3686721224711595,0.0,0.0,False,-0.0035277926275661693,0.13101219346339985,0.0,False,False,False
3.758,-191.82880036421824,-2.295632916198986,-200.1266125234422,-0.6465373423178601,-208.43929097081218,2.942170258517412,10,324.0,0.001,-1008.5060527625401,-3103.8669553453024,1.0041834498437954,-107.8699049126901,230.77125617094515,1.4305762917423297,-78.7154803650248,0.7874048144787441,-88.68069609913839,5.56694413373401,0.0,0.0,False,0.00120024988746262,0.2781241877570317,0.0,False,False,False,-1111.7694804244197,-3054.5621859500598,1.000197223392302,-109.8455427779654,229.85192543721695,1.4793679795063357,-25.452613089582364,0.25435009349040133,-86.81697737858588,1.8028089786590926,0.0,0.0,False,-0.0060559730836635284,-0.14340545959894754,0.0,False,False,False,-1214.752138162178,-3006.6174499566587,0.9977534182055214,-111.85146085116482,229.29643747290822,-2.9099442712477175,104.16809345460754,1.0424294734423722,91.98931055482171,7.3686699850209125,0.0,0.0,False,0.0034217049555967226,0.38916438267149756,0.0,False,False,False
3.759,-100.85032359676755,0.14393421866043368,-111.17688868083386,0.14711559012638556,-121.47516032873247,-0.2910498087848452,10,342.0,0.001,0.0022398967075218934,-3263.5981248204725,1.0041701228958602,-89.9875615964278,230.77123651288,25.686530317664626,-74.4202944384997,0.7862567152976435,-70.91990776046674,5.566946229340324,0.0,0.0,False,-0.010283705558414355,0.037726437752491855,0.0,False,False,False,-113.44381625511326,-3248.6168804302665,1.0002004972425986,-91.93096071653457,229.85192119343927,9.27080159847031,-23.75019513263779,0.2538227121474595,-68.53904567073123,1.8028027223140244,0.0,0.0,False,-0.011320938705035342,0.1379489930935381,0.0,False,False,False,-226.20190757589165,-3234.8421264618783,0.9977657801599445,-93.6976489764588,229.296433532266,-34.957331916130556,98.17048957113931,1.0422005536050023,109.71661542823081,7.368670191198576,0.0,0.0,False,0.001132215002648343,0.11641186856997324,0.0,False,False,False
3.7600000000000002,1.279925541851645e-11,2.5694040986159195,-11.34441122862384,0.9263750264787254,-22.620206003212644,-3.495779125094099,10,0.0,0.001,1008.5094136480898,-3103.865571013008,1.0042151338828071,-72.41057889800204,230.77123651288,47.42787627284082,-62.83987716722834,0.7872085383566012,-53.07393582338181,5.566980155409324,0.0,0.0,False,-0.0008134536757341239,-0.11731323101191345,0.0,False,False,False,895.9863606090048,-3124.6743146772833,1.0001678747697824,-74.10423743158239,229.85192114926213,16.154958735972368,-19.72336871510892,0.25417653180755184,-50.40614124662991,1.8027672689966212,0.0,0.0,False,-0.007732603541809027,0.27374022433978457,0.0,False,False,False,784.4904193443135,-3146.417908598273,0.9977820852097486,-76.54842882607267,229.29643339562597,-63.58283500880883,82.56324588234057,1.0422559100744617,127.24209703395451,7.368672362910848,0.0,0.0,False,0.001682708432293984,-0.35815394748570534,0.0,False,False,False
3.761,100.85023369508176,4.743339663474476,89.59852042662932,1.6149758432152512,78.4489594500995,-6.358315506689823,10,18.0,0.001,1918.2958037837875,-2640.3053071836293,1.0041767814459075,-53.96853670142964,230.7712168572646,64.52629066158231,-45.10789425631586,0.7872112966436687,-35.04466199313493,5.567029868243019,0.0,0.0,False,-0.0008561753686943105,-0.08871730109513876,0.0,False,False,False,1817.7109974501002,-2694.8668998000603,1.0001833468887553,-55.69424961734896,229.85191839409373,21.45809132770204,-13.766220622724969,0.2551058134769889,-32.45035915436268,1.8027181056137696,0.0,0.0,False,0.0016297406753623157,0.23143006298724306,0.0,False,False,False,1718.3912390819005,-2750.0004131460782,0.9977842409275627,-57.861325025083225,229.29643175218655,-85.98438198928137,58.874114879045294,1.0416088216690005,145.8699534414539,7.368675372436243,0.0,0.0,False,-0.004792431733948417,0.2696720737053077,0.0,False,False,False
3.762,191.8284583578126,6.452928050376928,181.77090943156654,2.1455251178129866,171.83898226120056,-8.598453168190096,10,36.0,0.001,2640.305307456704,-1918.2940924984375,1.0041851050627937,-36.05666241690155,230.7711457472364,75.30796778325269,-22.96020480939847,0.7878341865606278,-17.26403885936159,5.567073295966629,0.0,0.0,False,0.005311307725183582,-0.3084066153469862,0.0,False,False,False,2561.5052857950577,-2001.2672251303406,1.0001913935593956,-38.01737033545278,229.85190705687992,24.661180184255535,-6.461757781111823,0.2549956261075974,-14.86005934633406,1.802675957711309,0.0,0.0,False,0.00058747311673277,-0.17741070660610103,0.0,False,False,False,2484.0838475364867,-2084.393781904105,0.9977672221300791,-40.18750797165024,229.29642386692575,-99.96914796750679,29.421962590515456,1.0419634993325864,163.3254131165163,7.368677774209888,0.0,0.0,False,-0.0012490517189522768,-0.27488103826941174,0.0,False,False,False
