time_s,neural_action,confidence,management_action,pmu_weights
2.1590000000000003,ACCEPT,0.9999999985938244,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.179,ACCEPT,0.9999999996942108,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.199,ACCEPT,0.9999999998596278,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.219,ACCEPT,0.9999999999609381,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.239,ACCEPT,0.9999999999052815,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.259,ACCEPT,0.9999999999937135,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.279,ACCEPT,0.9999999999670439,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.299,ACCEPT,0.9999999998709233,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.319,ACCEPT,0.9999999997051081,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.339,ACCEPT,0.999999999892186,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.359,ACCEPT,0.9999999999446101,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.379,ACCEPT,0.9999999999929634,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.399,ACCEPT,0.9999999997843378,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.419,ACCEPT,0.9999999999408393,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.439,ACCEPT,0.9999999998895908,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.459,ACCEPT,0.999999999664398,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.479,ACCEPT,0.9999999999604363,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.499,ACCEPT,0.999999999974831,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.519,ACCEPT,0.9983675932153523,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.539,ACCEPT,0.9999886232478318,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
