time_s,neural_action,confidence,management_action,pmu_weights
1.219,DOWNWEIGHT_PMU2,0.9999999999999929,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.239,DOWNWEIGHT_PMU2,0.9999999999999651,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.259,DOWNWEIGHT_PMU2,0.9999999999999662,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.279,DOWNWEIGHT_PMU2,0.9999999999999805,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.299,DOWNWEIGHT_PMU2,0.9999999999999933,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.319,DOWNWEIGHT_PMU2,0.9999999999999791,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.339,DOWNWEIGHT_PMU2,0.9999999999999636,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.359,DOWNWEIGHT_PMU2,0.9999999999999747,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.379,DOWNWEIGHT_PMU2,0.9999999999999574,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.399,DOWNWEIGHT_PMU2,0.9999999999999862,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.419,DOWNWEIGHT_PMU2,0.9999999999999911,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.439,DOWNWEIGHT_PMU2,0.999999999999988,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.459,DOWNWEIGHT_PMU2,0.9999999999999925,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.479,DOWNWEIGHT_PMU2,0.9999999999999727,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.499,DOWNWEIGHT_PMU2,0.9999999999999802,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.519,DOWNWEIGHT_PMU2,0.9999999999999858,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.539,DOWNWEIGHT_PMU2,0.9999999999999878,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.559,DOWNWEIGHT_PMU2,0.9999999999999327,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.579,DOWNWEIGHT_PMU2,0.9999999999999851,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.599,DOWNWEIGHT_PMU2,0.9999999999999907,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.619,DOWNWEIGHT_PMU2,0.9999999999999645,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.639,DOWNWEIGHT_PMU2,0.9999999999999807,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.659,DOWNWEIGHT_PMU2,0.9999999999999798,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.679,DOWNWEIGHT_PMU2,0.9999999999999627,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.699,DOWNWEIGHT_PMU2,0.9999999999999589,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.719,DOWNWEIGHT_PMU2,0.9999999999999882,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.739,DOWNWEIGHT_PMU2,0.9999999999999893,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.759,DOWNWEIGHT_PMU2,0.9999999999999931,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.779,DOWNWEIGHT_PMU2,0.9999999999999114,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.799,DOWNWEIGHT_PMU2,0.9999999999999896,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.819,DOWNWEIGHT_PMU2,0.9999999999999638,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.839,DOWNWEIGHT_PMU2,0.9999999999999769,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.859,DOWNWEIGHT_PMU2,0.9999999999999754,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.879,DOWNWEIGHT_PMU2,0.9999999999999925,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.899,DOWNWEIGHT_PMU2,0.9999999999999716,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.919,DOWNWEIGHT_PMU2,0.9999999999999694,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.939,DOWNWEIGHT_PMU2,0.9999999999998754,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.959,DOWNWEIGHT_PMU2,0.9999999999999396,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.979,DOWNWEIGHT_PMU2,0.9999999999999931,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
1.999,DOWNWEIGHT_PMU2,0.9999999999999631,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.019,ACCEPT,0.9999999999935196,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.039,ACCEPT,0.7670592001358041,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.059,ACCEPT,0.8762926802650743,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.079,ACCEPT,0.9566350439090144,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.099,DOWNWEIGHT_PMU2,0.5368684249692178,HOLD / REQUEST MORE DATA,"[1.0, 1.0, 1.0]"
2.119,DOWNWEIGHT_PMU2,0.9977732814532244,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.139,ACCEPT,0.9064809591813664,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.1590000000000003,ACCEPT,0.6874386983435077,HOLD / REQUEST MORE DATA,"[1.0, 1.0, 1.0]"
2.179,DOWNWEIGHT_PMU2,0.6945738740266799,HOLD / REQUEST MORE DATA,"[1.0, 1.0, 1.0]"
2.199,DOWNWEIGHT_PMU2,0.6081279188823396,HOLD / REQUEST MORE DATA,"[1.0, 1.0, 1.0]"
2.219,ACCEPT,0.99204240063588,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.239,DOWNWEIGHT_PMU2,0.9617626250530414,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.259,ACCEPT,0.9946489611297269,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.279,ACCEPT,0.9748982035500909,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.299,DOWNWEIGHT_PMU2,0.5588342881688444,HOLD / REQUEST MORE DATA,"[1.0, 1.0, 1.0]"
2.319,ACCEPT,0.9686703167951308,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.339,ACCEPT,0.9924115696123943,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.359,ACCEPT,0.959522814710356,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.379,ACCEPT,0.5370612464363436,HOLD / REQUEST MORE DATA,"[1.0, 1.0, 1.0]"
2.399,ACCEPT,0.9995035212844016,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.419,DOWNWEIGHT_PMU2,0.7423944245186224,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.439,ACCEPT,0.9021187091296691,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.459,ACCEPT,0.727604814131616,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.479,DOWNWEIGHT_PMU2,0.9872455499849657,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.499,DOWNWEIGHT_PMU2,0.5172643762523015,HOLD / REQUEST MORE DATA,"[1.0, 1.0, 1.0]"
2.519,DOWNWEIGHT_PMU2,1.0,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.539,DOWNWEIGHT_PMU2,0.9999999999999312,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.559,DOWNWEIGHT_PMU2,0.9999999999999922,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.579,DOWNWEIGHT_PMU2,0.999999999999982,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.599,DOWNWEIGHT_PMU2,0.9999999999999514,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.619,DOWNWEIGHT_PMU2,0.9999999999999503,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.639,DOWNWEIGHT_PMU2,0.9999999999999449,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.6590000000000003,DOWNWEIGHT_PMU2,0.9999999999999738,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.6790000000000003,DOWNWEIGHT_PMU2,0.9999999999999662,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.699,DOWNWEIGHT_PMU2,0.9999999999999847,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.719,DOWNWEIGHT_PMU2,0.9999999999999662,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.739,DOWNWEIGHT_PMU2,0.9999999999999787,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.759,DOWNWEIGHT_PMU2,0.9999999999999876,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.779,DOWNWEIGHT_PMU2,0.9999999999999758,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.799,DOWNWEIGHT_PMU2,0.999999999999962,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.819,DOWNWEIGHT_PMU2,0.9999999999999833,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.839,DOWNWEIGHT_PMU2,0.9999999999999845,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.859,DOWNWEIGHT_PMU2,0.9999999999999436,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.879,DOWNWEIGHT_PMU2,0.9999999999999456,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.899,DOWNWEIGHT_PMU2,0.9999999999999136,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
2.919,DOWNWEIGHT_PMU2,0.9999999999999569,DOWN-WEIGHT PMU2,"[1.0, 0.1, 1.0]"
