Time (s),Voltage 1 (V),Current 1 (A),Voltage 2 (V),Current 2 (A),Voltage 3 (V),Current 3 (A),Peak (A),Signal Angle (deg),Delta t (s),PMU1 Voltage DFT Real,PMU1 Voltage DFT Imag,PMU1 Voltage Magnitude,PMU1 Voltage Phase,PMU1 Voltage DFT RMS,PMU1 Current DFT Real,PMU1 Current DFT Imag,PMU1 Current Magnitude,PMU1 Current Phase,PMU1 Current DFT RMS,PMU1 Sync Offset,PMU1 Sync Fault,PMU1 Sync Fault Active,PMU1 Mag Noise,PMU1 Phase Noise,PMU1 Clock Drift,PMU1 Clock Drift Fault,PMU1 Packet Loss,PMU1 Bad Data,PMU2 Voltage DFT Real,PMU2 Voltage DFT Imag,PMU2 Voltage Magnitude,PMU2 Voltage Phase,PMU2 Voltage DFT RMS,PMU2 Current DFT Real,PMU2 Current DFT Imag,PMU2 Current Magnitude,PMU2 Current Phase,PMU2 Current DFT RMS,PMU2 Sync Offset,PMU2 Sync Fault,PMU2 Sync Fault Active,PMU2 Mag Noise,PMU2 Phase Noise,PMU2 Clock Drift,PMU2 Clock Drift Fault,PMU2 Packet Loss,PMU2 Bad Data,PMU3 Voltage DFT Real,PMU3 Voltage DFT Imag,PMU3 Voltage Magnitude,PMU3 Voltage Phase,PMU3 Voltage DFT RMS,PMU3 Current DFT Real,PMU3 Current DFT Imag,PMU3 Current Magnitude,PMU3 Current Phase,PMU3 Current DFT RMS,PMU3 Sync Offset,PMU3 Sync Fault,PMU3 Sync Fault Active,PMU3 Mag Noise,PMU3 Phase Noise,PMU3 Clock Drift,PMU3 Clock Drift Fault,PMU3 Packet Loss,PMU3 Bad Data
3.031,-100.88376862798803,-4.700310953058138,-89.60405055656463,-1.6546009888702344,-78.45248365044098,6.354911941928403,10,198.0,0.001,-1918.934116898143,2641.1837698049712,1.004548500335497,126.24042004395743,230.84800032572142,-64.25006975701915,45.65047863198275,0.7878008039627067,144.66417723120676,5.573166812105546,0.0,0.0,False,-0.003640051420223236,0.05844760772977108,0.0,False,False,False,-1817.8234472231973,2695.033543439199,1.0002388966548978,124.03608172565409,229.86613371195935,-21.713442453924877,13.270137549184206,0.2544518229307252,148.68304027190464,1.7994028645278073,0.0,0.0,False,-0.00022170588097059033,0.11416513944158178,0.0,False,False,False,-1718.4684482097277,2750.1239693869848,0.9978081308772275,121.6911596623328,229.3067340320512,85.96351221094565,-58.920616181166416,1.0427945197179285,-34.5762693674422,7.369316265030879,0.0,0.0,False,0.006158189755972307,-0.14897451086858846,0.0,False,False,False
3.032,-191.89224194549854,-6.425311201240421,-181.7821264487049,-2.1710682274195534,-171.8467017618725,8.596379428660388,10,216.0,0.001,-2641.1837700278666,1918.9323329684098,1.0044928728435134,143.9329384156192,230.8479261935246,-75.2129469711631,23.561585917274073,0.7873203642221975,162.5106418548169,5.5732107994512825,0.0,0.0,False,-0.008506656326228249,-0.09540907240380037,0.0,False,False,False,-2561.663687561956,2001.390976767821,1.0002840696930069,141.92360213840223,229.86612071009046,-24.75075282982572,5.911041252410251,0.2550419922321602,166.5731777728246,1.7993612398999008,0.0,0.0,False,0.0057388532466934265,0.0051126743729158226,0.0,False,False,False,-2484.1954567650055,2084.4874325873593,0.9978290930096513,139.69822472185535,229.30672606823524,99.96369980099064,-29.47262716968316,1.0417554723410916,-16.521222677025634,7.369320535227696,0.0,0.0,False,-0.004238322982647358,-0.09395057646368277,0.0,False,False,False
3.033,-264.11688980986094,-7.52131085850497,-256.1660862176751,-2.475057748857531,-248.41935686946212,9.996368607362347,10,234.0,0.001,-3104.8954024851873,1008.8431879752568,1.0045156834769946,162.26535330806908,230.84778576258572,-78.81294299824899,-0.8337599630543924,0.7873087278830855,-179.419921797518,5.5732284807467005,0.0,0.0,False,-0.008648024845130116,-0.026029667917963524,0.0,False,False,False,-3054.7503262055743,1111.8384599446044,1.000232320144447,159.96623972317954,229.86609489510465,-25.36574814958263,-2.026594600659358,0.25414542748888475,-175.1940217364595,1.7993446930250414,0.0,0.0,False,-0.0032033933712198232,0.23803899964986863,0.0,False,False,False,-3006.7520259433245,1214.806837347839,0.997799549714689,158.121658215061,229.3067094262763,104.17869114783284,2.8603545637153713,1.04226305329514,1.7667376272459574,7.369321989676429,0.0,0.0,False,0.0008354296567115854,0.19400639377376763,0.0,False,False,False
3.0340000000000003,-310.4878812084124,-7.881020827161326,-305.47471349139556,-2.5368174992814962,-300.67498652200356,10.417838326442837,10,252.00000000000728,0.001,-3264.6779502540912,0.002334441261254483,1.004523936373577,180.0441497446142,230.8475917015456,-74.69766529506029,-25.147409822212285,0.7883742223808363,-161.40592298877706,5.57320976695618,0.0,0.0,False,0.0020333854287369647,-0.012032894449215568,0.0,False,False,False,-3248.816657175793,113.45161872103861,1.0002371573857967,178.23310206083943,229.86605819186653,-23.498228824185233,-9.76592503800414,0.2540650868354607,-157.3164303882937,1.7993610667702105,0.0,0.0,False,-0.004029955877944676,0.11567200323710634,0.0,False,False,False,-3234.986711126518,226.21259972089686,0.9978187790721856,176.1422442222838,229.30668504687836,98.19589411924616,34.91333486021834,1.0422936242518879,19.4958473228742,7.369319701621019,0.0,0.0,False,0.0011443750231815094,-0.07688439902845695,0.0,False,False,False
3.035,-326.4661265456555,-7.4692302035489675,-324.8813412435974,-2.350302047603369,-323.4984489260807,9.819532251152076,10,270.0,0.001,-3104.8910740481942,-1008.8378100392007,1.0045214059072167,-161.95913562870473,230.84737716366675,-63.26999635433004,-46.99921946160058,0.7884199238553321,-143.65455033646097,5.573158471045226,0.0,0.0,False,0.0025629435466597156,-0.260837779774125,0.0,False,False,False,-3124.866171661866,-896.0404759010032,1.0002650528560806,-163.83265255188627,229.8660166841717,-19.330955917732844,-16.549509586885478,0.2546217201615165,-139.40154871085576,1.7994056300063983,0.0,0.0,False,0.0014733554496133095,0.031143403053093155,0.0,False,False,False,-3146.558348906322,-784.5247796525024,0.9978197293263781,-165.9662314999091,229.30665682619082,82.6009522720627,63.54872904848801,1.042279386302385,37.93970164054231,7.369314174307445,0.0,0.0,False,0.001009812329971909,0.3669546391907876,0.0,False,False,False
3.036,-310.48759280062507,-6.326252965002101,-312.48631910555054,-1.9337643498815833,-314.6556283388764,8.260017314883827,10,288.0,0.001,-2641.1761163275924,-1918.924989054249,1.004497786089638,-143.82658721210603,230.84718312204018,-45.64865182009065,-64.25004991538256,0.787988283861871,-125.40190758488238,5.57309085118887,0.0,0.0,False,-0.001657827470007415,-0.008711438670831663,0.0,False,False,False,-2695.0320631957325,-1817.8217111098845,1.0002288991076167,-146.29343199686127,229.86597828991046,-13.27176559736603,-21.71344220664964,0.25377064057051024,-121.4885752226757,1.799462884492123,0.0,0.0,False,-0.007118410530668278,-0.05432242112416888,0.0,False,False,False,-2750.12296212036,-1718.4672872387446,0.9977976428784905,-147.709588489189,229.30663012755815,58.92041741745624,85.96349212203411,1.0421753794279005,55.339163876723106,7.3693071473722345,0.0,0.0,False,-2.0318827795140432e-05,-0.23362515699676,0.0,False,False,False
3.037,-264.1163991412705,-4.563981263123509,-269.5029638344345,-1.3279694606251082,-275.0121255132213,5.891950723748601,10,306.0,0.001,-1918.9249893612082,-2641.17366177435,1.0045229290799615,-125.92573378218516,230.84704271925858,-23.558663427970526,-75.21117415611731,0.7883631555699888,-107.5771962815771,5.573029400808058,0.0,0.0,False,0.002177793573128559,-0.18488934904239265,0.0,False,False,False,-2001.3895406125275,-2561.6617412117503,1.0002525465627987,-127.7854125431578,229.86594973659368,-5.913655658148781,-24.752327438544604,0.2546821650725041,-103.33187639591533,1.799512485186034,0.0,0.0,False,0.0019266885152381535,0.10496009010807202,0.0,False,False,False,-2084.4864442457447,-2484.19413838669,0.9978218189871966,-130.12073459002335,229.30660973289736,29.472319086117835,99.96350159466344,1.0426847663718672,74.0482641176913,7.369300931357134,0.0,0.0,False,0.005082341384733747,0.475404572946724,0.0,False,False,False
3.0380000000000003,-191.8917072080819,-2.3549317028621206,-200.13879086445093,-0.592205002625589,-208.4485262867845,2.9471367054875035,10,324.0000000000073,0.001,-1008.8368730145578,-3104.8853033372325,1.0045191379423764,-108.23268595084136,230.84696860943757,0.8374920185787942,-78.80959081348868,0.7876654274390112,-89.36566825061041,5.57299425671277,0.0,0.0,False,-0.004749786480452619,0.02548514345297666,0.0,False,False,False,-1111.8372084190137,-3054.7483601805284,1.0002140925574776,-109.97553515507707,229.86593399251893,2.0232496871499808,-25.368743589853906,0.2533922471177853,-85.61507888584333,1.7995370107673616,0.0,0.0,False,-0.011007175441688293,-0.1749743450248828,0.0,False,False,False,-1214.8059646753745,-3006.7506792119802,0.9978207464148777,-111.93835298889401,229.3065980161994,-2.8607417057304065,104.17833440334365,1.042544798623773,91.23761127259709,7.36929752492115,0.0,0.0,False,0.0036874813317574933,-0.335338102908292,0.0,False,False,False
3.039,-100.88339379052631,0.08464307427773123,-111.1836528781851,0.20152116361270742,-121.48054245353046,-0.28616423789006684,10,342.0,0.001,0.0023338549062543734,-3264.6688487362458,1.0044971454521205,-89.99309433661566,230.8469481270469,25.151586101005755,-74.69306193234394,0.788838335950397,-71.49823639205624,5.572995507007551,0.0,0.0,False,0.006977530449566886,-0.10829140713149593,0.0,False,False,False,-113.45067424846536,-3248.8148638978473,1.0002406834122386,-92.07692660432114,229.86592913447421,9.762176992603028,-23.50235197810963,0.2549531304988296,-67.26881593295418,1.7995286162462956,0.0,0.0,False,0.004613530014295825,0.174641106559048,0.0,False,False,False,-226.211928137014,-3234.985467868688,0.997810340666041,-93.81734857796503,229.30659403681634,-34.91376309360989,98.19541391045433,1.0421386414771623,109.48713108251937,7.369297852035215,0.0,0.0,False,-0.0003745527434960608,-0.08591090806840118,0.0,False,False,False
3.04,6.403342721111706e-12,2.515924220776973,-11.345101312955576,0.9755282113488305,-22.621208209128017,-3.4914524321265525,10,0.0,0.001,1008.8403748939045,-3104.883860935577,1.0045264737417812,-72.08468482711206,230.84694812704683,47.00343115357292,-63.264592462225764,0.7872384321057246,-53.563646613434074,5.573029337631456,0.0,0.0,False,-0.009069351724306654,-0.1747344959111654,0.0,False,False,False,896.041020990816,-3124.8647265798145,1.0002346693557864,-74.29368036200687,229.86592908390102,16.545725270365736,-19.33580325693343,0.2548197578101592,-49.393062926131016,1.7994920287587508,0.0,0.0,False,0.0033315456486908476,0.053198872275659205,0.0,False,False,False,784.5251844141525,-3146.557330816771,0.9978425058573334,-75.89672810435044,229.30659389883257,-63.549156423940296,82.60039571915948,1.0426758512112182,127.62135853787736,7.369301410295338,0.0,0.0,False,0.004992512457336901,0.04823873866808876,0.0,False,False,False
