Time (s),Voltage 1 (V),Current 1 (A),Voltage 2 (V),Current 2 (A),Voltage 3 (V),Current 3 (A),Peak (A),Signal Angle (deg),Delta t (s),PMU1 Voltage DFT Real,PMU1 Voltage DFT Imag,PMU1 Voltage Magnitude,PMU1 Voltage Phase,PMU1 Voltage DFT RMS,PMU1 Current DFT Real,PMU1 Current DFT Imag,PMU1 Current Magnitude,PMU1 Current Phase,PMU1 Current DFT RMS,PMU1 Sync Offset,PMU1 Sync Fault,PMU1 Sync Fault Active,PMU1 Mag Noise,PMU1 Phase Noise,PMU1 Clock Drift,PMU1 Clock Drift Fault,PMU1 Packet Loss,PMU1 Bad Data,PMU2 Voltage DFT Real,PMU2 Voltage DFT Imag,PMU2 Voltage Magnitude,PMU2 Voltage Phase,PMU2 Voltage DFT RMS,PMU2 Current DFT Real,PMU2 Current DFT Imag,PMU2 Current Magnitude,PMU2 Current Phase,PMU2 Current DFT RMS,PMU2 Sync Offset,PMU2 Sync Fault,PMU2 Sync Fault Active,PMU2 Mag Noise,PMU2 Phase Noise,PMU2 Clock Drift,PMU2 Clock Drift Fault,PMU2 Packet Loss,PMU2 Bad Data,PMU3 Voltage DFT Real,PMU3 Voltage DFT Imag,PMU3 Voltage Magnitude,PMU3 Voltage Phase,PMU3 Voltage DFT RMS,PMU3 Current DFT Real,PMU3 Current DFT Imag,PMU3 Current Magnitude,PMU3 Current Phase,PMU3 Current DFT RMS,PMU3 Sync Offset,PMU3 Sync Fault,PMU3 Sync Fault Active,PMU3 Mag Noise,PMU3 Phase Noise,PMU3 Clock Drift,PMU3 Clock Drift Fault,PMU3 Packet Loss,PMU3 Bad Data
0.508,192.12764205540478,2.566923463869324,200.1939709156038,0.41503861847554163,208.4814943516882,-2.981962082344853,10,144.0,0.001,1010.0774412911101,3108.703730177648,1.005769080616832,72.0632972488307,231.13086465707713,1.2807477088656887,79.15041945295958,0.7916187803981133,88.96262620806719,5.597512489612331,0.0,0.0,False,0.00010972561858605466,-0.11034099355714864,0.0,False,False,False,1112.1439860502571,3055.591522354008,1.0005193475091159,69.48144039689491,229.92937825764494,-3.7926596498357936,25.084418917445916,0.25391677807708624,98.59619223244007,1.793895676517187,0.0,0.0,False,0.0022161855577983764,-0.0015701677368957043,0.0,False,False,False,1214.9981057502432,3007.226252343039,0.9979575906325412,67.97914639090563,229.34286701092145,2.511911940970231,-104.23483837040561,1.0425241617645096,-88.19174049579122,7.372655977225498,0.0,0.0,False,-0.0012684560582679355,0.4277795784426334,0.0,False,False,False
0.509,101.00742854775808,0.12718527031841956,111.21430314490426,-0.3785800379226009,121.49975559247969,0.25139476760418544,10,162.0,0.001,-0.0025089341296364864,3268.683723428273,1.0057648865467397,90.40845367705333,231.13084263909056,-23.242335103836663,75.67178362571866,0.7908782632402478,107.34053577361466,5.59751059765706,0.0,0.0,False,-0.007292770331265992,0.2663709802437862,0.0,False,False,False,113.4818084656541,3249.7115331925584,1.0005301945480647,88.09965735240387,229.92937143628873,-11.357331343003366,22.685098258677026,0.25433641464729434,116.56468199677008,1.7938821843150656,0.0,0.0,False,0.006431632115105091,-0.03022975805984525,0.0,False,False,False,226.24770242306033,3235.4971388210142,0.9980115437632348,85.90806601393827,229.3428629603577,34.59966644684022,-98.35688188439576,1.0432543207620626,-70.22197229422301,7.372656621684472,0.0,0.0,False,0.006032222514639074,0.39733996844854946,0.0,False,False,False
0.51,3.2027751229243557e-12,-2.3249943836649707,11.348228430330703,-1.135147209737821,22.624785912834003,3.4601415934029034,10,180.0,0.001,-1010.0812059142631,3108.7021795710825,1.0057735378353105,108.19735847779495,231.1308426390906,-45.49005909732409,64.78540573965554,0.7916029097075947,125.08967667451961,5.597541546755072,0.0,0.0,False,-9.007429194844875e-05,0.01448051044952509,0.0,False,False,False,-896.2885045198004,3125.7271281977783,1.0005287641172127,105.84695008375552,229.9293713652724,-17.810452583283123,18.065557029001255,0.25390212990722133,134.55458047068248,1.7938458294812758,0.0,0.0,False,0.0021401982133784432,-0.038011852344762224,0.0,False,False,False,-784.6492765422581,3147.0550135178128,0.9979620979305556,104.19886211352033,229.34286281990433,63.30051168060756,-82.85096276865673,1.043601018719738,-52.67792510247571,7.372664650830145,0.0,0.0,False,0.009487847164688833,-0.05879021725893129,0.0,False,False,False
0.511,-101.00732779126211,-4.549563668754182,-89.62866451133144,-1.780616712369401,-78.4648428648529,6.330180381123675,10,198.0,0.001,-1921.2851584899972,2644.419518152799,1.0057298336986369,126.30032858137793,231.13082062136817,-63.28453128791825,47.55701613488456,0.7911742023790637,143.15691839253034,5.597589518705876,0.0,0.0,False,-0.004444990160699586,0.08102292468655553,0.0,False,False,False,-1818.3236089550035,2695.774843901945,1.000504704690478,123.78660887487992,229.9293669357799,-22.520447583076564,11.677913788094596,0.25433457297320794,152.74157736462877,1.7938007550788198,0.0,0.0,False,0.0065283737045138766,0.15044540326481942,0.0,False,False,False,-1718.7391949513749,2750.557247186439,0.9979628649752216,121.62589890350934,229.34286113057829,85.80497887099524,-59.23492992297896,1.042655615756939,-34.71575468573037,7.37267635327639,0.0,0.0,False,1.7267778507156407e-05,-0.09673883255067284,0.0,False,False,False
0.512,-192.1272587549115,-6.328753165496012,-181.83205482592354,-2.2518155713071137,-171.8737738869436,8.580568736803123,10,216.0,0.001,-2644.4195181907207,1921.283241813131,1.0057531367207564,143.8525176811622,231.13074096125789,-74.88381000993826,25.673181162129076,0.791644686003119,161.13690702074857,5.59763219253821,0.0,0.0,False,0.00019949616740832805,0.06068330949489297,0.0,False,False,False,-2562.3683183587195,2001.9414777767688,1.0005190996588704,142.1474170319981,229.92934870707046,-25.026342020030235,4.147333759123629,0.25480327705249006,170.7218206227932,1.7937644385664158,0.0,0.0,False,0.011266773801714881,0.1312901824196988,0.0,False,False,False,-2484.586838824291,2084.8158400862726,0.9980066980476914,139.67316688661003,229.3428530250454,99.91015202996884,-29.820514921252375,1.0427709100114257,-16.41914746215884,7.372686616430987,0.0,0.0,False,0.0011556960309501085,0.19981333016275094,0.0,False,False,False
0.513,-264.4403534906476,-7.488393932708008,-256.2364356194063,-2.502626846170658,-248.45849170878083,9.991020778878609,10,234.0,0.001,-3108.6990784470927,1010.0791905799981,1.005739422561338,162.2116700163748,231.1305900522532,-79.15242757909175,1.2761974429086105,0.7906521084045085,179.2827051004964,5.597649270710273,0.0,0.0,False,-0.009750432001248263,0.2064214584519385,0.0,False,False,False,-3055.5904069102016,1112.1443321925592,1.000515641605738,160.24753164793458,229.92931251179877,-25.082879283337736,-3.7891567383621725,0.2537609662898774,-171.50943234476546,1.7937510166274035,0.0,0.0,False,0.0008626476637724707,-0.09989173786982716,0.0,False,False,False,-3007.225730696779,1214.9982294225065,0.997978952893783,157.9494632394399,229.34283608676986,104.23530686242962,2.512959295453956,1.042381705645303,1.5035218079187567,7.372690879565437,0.0,0.0,False,-0.002742376612833877,0.1224727117238123,0.0,False,False,False
0.514,-310.8681247417023,-7.914967304800132,-305.55859312677296,-2.5085031642967355,-300.72235314201436,10.423470469096872,10,252.0,0.001,-3268.677201976373,0.002508834443943897,1.0057510890788797,179.99547963690074,231.1303815028044,-75.67254262505014,-23.24562616101507,0.791911527678758,-163.05078093994524,5.597630232052533,0.0,0.0,False,0.0028706854692325348,-0.12706143997376662,0.0,False,False,False,-3249.709929835685,113.4829899539005,1.0005226054373564,178.0424865196799,229.92926104653935,-22.684524193213285,-11.354803882152584,0.2537586947423146,-153.3658903533425,1.7937658836573773,0.0,0.0,False,0.0008189070327237002,0.04372199105193487,0.0,False,False,False,-3235.496368222169,226.24824362872647,0.9979321656230133,175.85005434993508,229.34281127303652,98.35706681826346,34.60043004316808,1.0423234997269823,19.15778415557248,7.372686875306894,0.0,0.0,False,-0.0033187729193045463,-0.22326569084405842,0.0,False,False,False
0.515,-326.8659268641923,-7.5667173742275775,-324.97053788837076,-2.26886921769558,-323.5494106686622,9.835586591923185,10,270.0,0.001,-3108.6944267877248,-1010.0734108881518,1.0057510996492995,-161.91327204894162,231.13015093799734,-64.78484125402915,-45.49176872782837,0.7917262921846862,-144.72869426501225,5.597578350633415,0.0,0.0,False,0.001091701935066565,0.19486210361663503,0.0,False,False,False,-3125.725193960471,-896.2866034990413,1.000516052862115,-163.59260402347527,229.929202840473,-18.066004905689795,-17.809148171816393,0.2542422514849653,-135.3918093641187,1.7938036289657222,0.0,0.0,False,0.005601094532253362,0.018406455618426618,0.0,False,False,False,-3147.054069398806,-784.6483707817295,0.9979363969945514,-166.37777442757206,229.3427825492881,82.85084615971883,63.30091689964517,1.0424409667765864,37.427542789475396,7.372675494593933,0.0,0.0,False,-0.0021280076646453573,0.046461829982662566,0.0,False,False,False
0.516,-310.8678146576504,-6.477738344410565,-312.57210131474403,-1.8071780866057463,-314.705196697901,8.284916431016272,10,288.0,0.001,-2644.4112929481025,-1921.2753492759537,1.0057364882968856,-143.97623592954486,231.12994239179497,-47.5551833564366,-63.284492061568805,0.7916192367954699,-126.92743398261322,5.597509445974643,0.0,0.0,False,0.00011859394584823565,-0.004372878399919687,0.0,False,False,False,-2695.7727681698407,-1818.3211746167497,1.000527409937593,-146.13374372660957,229.92914899666073,-11.679339949908393,-22.520494137252015,0.2537812129865288,-117.43178863921285,1.7938501022263937,0.0,0.0,False,0.0009249864323582173,-0.02010958075813636,0.0,False,False,False,-2750.5562219647254,-1718.738013299399,0.9979851981961397,-148.07307651896213,229.3427553744529,59.23452330634461,85.80498619882113,1.042273577038766,55.78243231161095,7.37266044515471,0.0,0.0,False,-0.0037806219217912693,0.40126199440859955,0.0,False,False,False
0.517,-264.4398259441477,-4.754636655129497,-269.57693666237304,-1.1686158755518736,-275.0554484459113,5.923252530681357,10,306.0,0.001,-1921.275349328654,-2644.4086550074853,1.0057381550719058,-125.95793369656296,231.12979148755835,-25.670259436925267,-74.88202568131175,0.7907565542472844,-109.19298220489816,5.597445841495781,0.0,0.0,False,-0.008418281219371413,-0.2707875122459999,0.0,False,False,False,-2001.939463745312,-2562.3655890788605,1.000497162645093,-128.25710036219493,229.92910895095824,-4.149598773920811,-25.02773522961065,0.25396946253786384,-99.26295889790894,1.7938878179919988,0.0,0.0,False,0.002754143798475322,0.15104285948754326,0.0,False,False,False,-2084.814834117824,-2484.585496950067,0.9979767112711835,-130.1254151289709,229.34273461581844,29.819858210845613,99.90976091092259,1.0428460773837214,73.25158796111357,7.372646834411863,0.0,0.0,False,0.001963630024891612,-0.12973557751466555,0.0,False,False,False
