Time (s),TX Value,Duty Cycle,Reconstructed Value,Poll Samples
2.511000,-0.309017,0.323681,-0.352638,10671
2.512000,-0.587785,0.229365,-0.541270,17143
2.513000,-0.809017,0.091102,-0.817797,11811
2.514000,-0.951057,0.020571,-0.958857,12007
2.515000,-1.000000,0.001009,-0.997981,11888
2.516000,-0.951057,0.021774,-0.956453,11941
2.517000,-0.809017,0.085443,-0.829114,11891
2.518000,-0.587785,0.179232,-0.641535,11672
2.519000,-0.309017,0.316778,-0.366444,11396
2.520000,-0.000000,0.453543,-0.092914,11247
2.521000,0.309017,0.625489,0.250979,10985
2.522000,0.587785,0.761339,0.522679,10781
2.523000,0.809017,0.887846,0.775692,10548
2.524000,0.951057,0.965707,0.931414,10352
2.525000,1.000000,0.997438,0.994876,10539
2.526000,0.951057,0.972813,0.945625,10446
2.527000,0.809017,0.899425,0.798850,10609
2.528000,0.587785,0.778480,0.556960,10762
2.529000,0.309017,0.624033,0.248067,10993
2.530000,0.000000,0.479269,-0.041461,11167
2.531000,-0.309017,0.320597,-0.358807,11463
2.532000,-0.587785,0.179647,-0.640705,11684
2.533000,-0.809017,0.090740,-0.818520,11825
2.534000,-0.951057,0.021961,-0.956077,11930
2.535000,-1.000000,0.000000,-1.000000,12014
2.536000,-0.951057,0.020811,-0.958379,11965
2.537000,-0.809017,0.085678,-0.828644,11835
2.538000,-0.587785,0.179099,-0.641801,11703
2.539000,-0.309017,0.314301,-0.371399,11489
2.540000,-0.000000,0.456757,-0.086486,11262
2.541000,0.309017,0.618190,0.236380,10995
2.542000,0.587785,0.760155,0.520311,10807
2.543000,0.809017,0.884438,0.768876,10635
2.544000,0.951057,0.968809,0.937619,10516
2.545000,1.000000,0.998755,0.997509,10439
2.546000,0.951057,0.973827,0.947654,10507
2.547000,0.809017,0.898153,0.796307,10614
2.548000,0.587785,0.772323,0.544646,10796
2.549000,0.309017,0.623400,0.246800,11017
2.550000,0.000000,0.480858,-0.038283,11232
2.551000,-0.309017,0.316458,-0.367084,11496
2.552000,-0.587785,0.182737,-0.634526,11678
2.553000,-0.809017,0.090158,-0.819683,11868
2.554000,-0.951057,0.021933,-0.956134,11991
2.555000,-1.000000,0.000000,-1.000000,12032
2.556000,-0.951057,0.021013,-0.957974,11945
2.557000,-0.809017,0.085693,-0.828615,11868
2.558000,-0.587785,0.178186,-0.643627,11690
2.559000,-0.309017,0.313080,-0.373841,11537
2.560000,-0.000000,0.460112,-0.079775,11219
2.561000,0.309017,0.614401,0.228802,11027
2.562000,0.587785,0.766042,0.532085,10784
2.563000,0.809017,0.884503,0.769006,10589
2.564000,0.951057,0.969259,0.938517,10507
2.565000,1.000000,0.997421,0.994842,10470
2.566000,0.951057,0.972937,0.945874,10494
2.567000,0.809017,0.898599,0.797198,10562
2.568000,0.587785,0.778015,0.556030,10771
2.569000,0.309017,0.623919,0.247838,10987
2.570000,0.000000,0.482438,-0.035124,11189
2.571000,-0.309017,0.319576,-0.360848,11412
2.572000,-0.587785,0.182496,-0.635008,11666
2.573000,-0.809017,0.089865,-0.820271,11751
2.574000,-0.951057,0.027623,-0.944755,12526
2.575000,-1.000000,0.000000,-1.000000,11552
2.576000,-0.951057,0.020457,-0.959086,11243
2.577000,-0.809017,0.085160,-0.829681,11590
2.578000,-0.587785,0.183251,-0.633498,11356
2.579000,-0.309017,0.305055,-0.389889,11493
2.580000,-0.000000,0.467034,-0.065931,11057
2.581000,0.309017,0.612766,0.225533,10841
2.582000,0.587785,0.767904,0.535809,10612
2.583000,0.809017,0.884328,0.768656,10573
2.584000,0.951057,0.969383,0.938766,10419
2.585000,1.000000,0.997477,0.994954,10305
2.586000,0.951057,0.972821,0.945642,10486
2.587000,0.809017,0.899330,0.798660,10450
2.588000,0.587785,0.778422,0.556843,10353
2.589000,0.309017,0.629952,0.259905,9642
2.590000,0.000000,0.469767,-0.060467,11312
2.591000,-0.309017,0.315462,-0.369077,11396
2.592000,-0.587785,0.193523,-0.612953,11642
2.593000,-0.809017,0.085798,-0.828405,11667
2.594000,-0.951057,0.021534,-0.956931,11470
2.595000,-1.000000,0.000000,-1.000000,11982
2.596000,-0.951057,0.022459,-0.955082,10508
2.597000,-0.809017,0.082114,-0.835773,11752
2.598000,-0.587785,0.178558,-0.642883,10848
2.599000,-0.309017,0.319657,-0.360687,10602
2.600000,-0.000000,0.464567,-0.070866,15748
2.601000,0.309017,0.616891,0.233783,9342
2.602000,0.587785,0.776187,0.552374,9289
2.603000,0.809017,0.882307,0.764614,12745
2.604000,0.951057,0.965527,0.931055,10182
2.605000,1.000000,0.998695,0.997389,9958
2.606000,0.951057,0.973581,0.947162,10220
2.607000,0.809017,0.896473,0.792947,8790
2.608000,0.587785,0.777933,0.555865,10767
2.609000,0.309017,0.629657,0.259313,10952
2.610000,0.000000,0.469525,-0.060951,11173
2.611000,-0.309017,0.326769,-0.346462,11476
2.612000,-0.587785,0.186243,-0.627513,11689
2.613000,-0.809017,0.083844,-0.832313,11760
2.614000,-0.951057,0.024549,-0.950902,11976
2.615000,-1.000000,0.000000,-1.000000,12003
2.616000,-0.951057,0.021006,-0.957988,11949
2.617000,-0.809017,0.083567,-0.832865,11751
2.618000,-0.587785,0.185874,-0.628253,11567
2.619000,-0.309017,0.305408,-0.389183,11519
2.620000,-0.000000,0.468112,-0.063777,11211
2.621000,0.309017,0.611142,0.222283,10950
2.622000,0.587785,0.768018,0.536036,10781
2.623000,0.809017,0.881948,0.763897,10614
2.624000,0.951057,0.968057,0.936113,10456
2.625000,1.000000,0.998637,0.997275,10274
2.626000,0.951057,0.974293,0.948586,10503
2.627000,0.809017,0.894201,0.788402,10605
2.628000,0.587785,0.782086,0.564172,10729
2.629000,0.309017,0.631742,0.263484,10976
2.630000,0.000000,0.465305,-0.069390,11212
2.631000,-0.309017,0.326632,-0.346735,11441
2.632000,-0.587785,0.189082,-0.621836,11614
2.633000,-0.809017,0.081919,-0.836162,11841
2.634000,-0.951057,0.024895,-0.950210,11930
2.635000,-1.000000,0.000000,-1.000000,11947
2.636000,-0.951057,0.020999,-0.958002,11953
2.637000,-0.809017,0.082554,-0.834892,11871
2.638000,-0.587785,0.188392,-0.623216,11561
2.639000,-0.309017,0.305929,-0.388143,11470
2.640000,-0.000000,0.466702,-0.066596,11247
2.641000,0.309017,0.614798,0.229596,11015
2.642000,0.587785,0.766352,0.532703,10794
2.643000,0.809017,0.882819,0.765638,10599
2.644000,0.951057,0.968328,0.936656,10514
2.645000,1.000000,0.998759,0.997518,10475
2.646000,0.951057,0.974499,0.948999,10039
2.647000,0.809017,0.893964,0.787927,10619
2.648000,0.587785,0.777989,0.555977,10540
2.649000,0.309017,0.624112,0.248224,10982
2.650000,0.000000,0.476607,-0.046786,11200
2.651000,-0.309017,0.319364,-0.361273,11501
2.652000,-0.587785,0.179312,-0.641376,11717
2.653000,-0.809017,0.090089,-0.819821,11866
2.654000,-0.951057,0.022068,-0.955864,11963
2.655000,-1.000000,0.000000,-1.000000,12041
2.656000,-0.951057,0.021012,-0.957975,11993
2.657000,-0.809017,0.085172,-0.829655,11917
2.658000,-0.587785,0.180285,-0.639429,11565
2.659000,-0.309017,0.312852,-0.374296,11539
2.660000,-0.000000,0.461443,-0.077114,11256
2.661000,0.309017,0.612933,0.225865,10949
2.662000,0.587785,0.763866,0.527731,10710
2.663000,0.809017,0.884579,0.769158,10544
2.664000,0.951057,0.969163,0.938325,10377
2.665000,1.000000,0.997500,0.995000,10401
2.666000,0.951057,0.972911,0.945823,10521
2.667000,0.809017,0.898887,0.797774,10602
2.668000,0.587785,0.777922,0.555844,10771
2.669000,0.309017,0.622360,0.244721,10939
2.670000,0.000000,0.483763,-0.032475,11917
2.671000,-0.309017,0.318154,-0.363692,11463
2.672000,-0.587785,0.195154,-0.609693,11596
2.673000,-0.809017,0.085972,-0.828055,11841
2.674000,-0.951057,0.020931,-0.958138,11944
2.675000,-1.000000,0.001002,-0.997996,11977
2.676000,-0.951057,0.021746,-0.956507,11910
2.677000,-0.809017,0.082085,-0.835831,11878
2.678000,-0.587785,0.183759,-0.632482,11662
2.679000,-0.309017,0.315766,-0.368467,11442
2.680000,-0.000000,0.451816,-0.096367,11259
2.681000,0.309017,0.626421,0.252842,10908
2.682000,0.587785,0.760395,0.520791,10726
2.683000,0.809017,0.888290,0.776581,10581
2.684000,0.951057,0.965658,0.931317,10512
2.685000,1.000000,0.998758,0.997516,10465
2.686000,0.951057,0.974278,0.948557,10497
2.687000,0.809017,0.897644,0.795289,10571
2.688000,0.587785,0.772478,0.544955,10377
2.689000,0.309017,0.627562,0.255123,11175
2.690000,0.000000,0.470316,-0.059368,11892
2.691000,-0.309017,0.323516,-0.352969,10661
2.692000,-0.587785,0.198509,-0.602981,10599
2.693000,-0.809017,0.084557,-0.830886,11507
2.694000,-0.951057,0.025557,-0.948887,11230
2.695000,-1.000000,0.000000,-1.000000,11423
2.696000,-0.951057,0.021123,-0.957755,29589
2.697000,-0.809017,0.083144,-0.833711,11029
2.698000,-0.587785,0.180142,-0.639717,11713
2.699000,-0.309017,0.310874,-0.378252,10686
2.700000,-0.000000,0.463503,-0.072995,11083
2.701000,0.309017,0.610800,0.221600,11074
2.702000,0.587785,0.769772,0.539544,10798
2.703000,0.809017,0.877966,0.755932,10579
2.704000,0.951057,0.968064,0.936128,10521
2.705000,1.000000,0.998664,0.997328,10480
2.706000,0.951057,0.972875,0.945750,10507
2.707000,0.809017,0.893280,0.786561,10551
2.708000,0.587785,0.782375,0.564750,10780
2.709000,0.309017,0.622911,0.245821,11008
2.710000,0.000000,0.467194,-0.065612,11248
2.711000,-0.309017,0.324043,-0.351913,11446
2.712000,-0.587785,0.187719,-0.624562,11693
2.713000,-0.809017,0.083962,-0.832076,11934
2.714000,-0.951057,0.021745,-0.956511,11865
2.715000,-1.000000,0.000996,-0.998007,12045
2.716000,-0.951057,0.021866,-0.956268,11982
2.717000,-0.809017,0.081732,-0.836535,11868
2.718000,-0.587785,0.183892,-0.632215,11659
2.719000,-0.309017,0.312778,-0.374445,11481
2.720000,-0.000000,0.459902,-0.080196,11235
2.721000,0.309017,0.617329,0.234658,10999
2.722000,0.587785,0.759799,0.519599,10766
2.723000,0.809017,0.889757,0.779514,10622
2.724000,0.951057,0.964422,0.928843,10512
2.725000,1.000000,0.998622,0.997243,10157
2.726000,0.951057,0.974562,0.949123,10496
2.727000,0.809017,0.894389,0.788779,10605
2.728000,0.587785,0.776487,0.552974,10760
2.729000,0.309017,0.634476,0.268952,10883
2.730000,0.000000,0.465027,-0.069946,11223
2.731000,-0.309017,0.318511,-0.362977,11447
2.732000,-0.587785,0.194569,-0.610863,11636
2.733000,-0.809017,0.086303,-0.827393,11784
2.734000,-0.951057,0.020833,-0.958333,11952
2.735000,-1.000000,0.001003,-0.997994,11964
2.736000,-0.951057,0.022004,-0.955992,11907
2.737000,-0.809017,0.081890,-0.836221,11833
2.738000,-0.587785,0.188154,-0.623693,11666
2.739000,-0.309017,0.306309,-0.387381,11459
2.740000,-0.000000,0.465517,-0.068966,11194
2.741000,0.309017,0.615587,0.231174,11009
2.742000,0.587785,0.765545,0.531091,10791
2.743000,0.809017,0.884174,0.768348,10628
2.744000,0.951057,0.967656,0.935312,10481
2.745000,1.000000,0.998759,0.997518,10475
2.746000,0.951057,0.974403,0.948806,10509
2.747000,0.809017,0.895424,0.790847,10270
2.748000,0.587785,0.772218,0.544435,10791
2.749000,0.309017,0.636546,0.273091,10989
2.750000,0.000000,0.467189,-0.065622,11231
2.751000,-0.309017,0.309894,-0.380213,11462
2.752000,-0.587785,0.193808,-0.612385,11692
2.753000,-0.809017,0.085332,-0.829336,11883
2.754000,-0.951057,0.020934,-0.958132,11990
2.755000,-1.000000,0.001000,-0.997999,11995
2.756000,-0.951057,0.021835,-0.956330,11999
2.757000,-0.809017,0.081456,-0.837088,11896
2.758000,-0.587785,0.182501,-0.634998,11715
2.759000,-0.309017,0.307485,-0.385031,11477
2.760000,-0.000000,0.460985,-0.078029,11265
2.761000,0.309017,0.614170,0.228341,11023
2.762000,0.587785,0.758307,0.516614,10774
2.763000,0.809017,0.889286,0.778573,10622
2.764000,0.951057,0.968135,0.936269,10513
2.765000,1.000000,0.996475,0.992949,11346
2.766000,0.951057,0.974310,0.948620,10471
2.767000,0.809017,0.894014,0.788027,10624
2.768000,0.587785,0.779098,0.558196,10774
2.769000,0.309017,0.633060,0.266120,10980
2.770000,0.000000,0.462671,-0.074659,11211
2.771000,-0.309017,0.321189,-0.357622,11473
2.772000,-0.587785,0.194073,-0.611853,11676
2.773000,-0.809017,0.085301,-0.829398,11688
2.774000,-0.951057,0.021492,-0.957016,11958
2.775000,-1.000000,0.000918,-0.998165,11987
2.776000,-0.951057,0.021102,-0.957796,11942
2.777000,-0.809017,0.083185,-0.833630,11805
2.778000,-0.587785,0.188132,-0.623735,11662
2.779000,-0.309017,0.306249,-0.387502,11458
2.780000,-0.000000,0.468446,-0.063108,11203
2.781000,0.309017,0.609405,0.218810,10973
2.782000,0.587785,0.771087,0.542173,10777
2.783000,0.809017,0.881130,0.762261,10297
2.784000,0.951057,0.968368,0.936736,10148
2.785000,1.000000,0.999597,0.999194,67033
2.786000,0.951057,0.973528,0.947056,9935
2.787000,0.809017,0.898729,0.797459,10309
2.788000,0.587785,0.777132,0.554264,10495
2.789000,0.309017,0.629931,0.259861,9963
2.790000,0.000000,0.476986,-0.046029,10841
2.791000,-0.309017,0.323020,-0.353960,11377
2.792000,-0.587785,0.182694,-0.634612,11730
2.793000,-0.809017,0.087023,-0.825953,11698
2.794000,-0.951057,0.024708,-0.950584,11980
2.795000,-1.000000,0.000000,-1.000000,12011
2.796000,-0.951057,0.021062,-0.957875,11917
2.797000,-0.809017,0.082245,-0.835511,11940
2.798000,-0.587785,0.184357,-0.631287,11711
2.799000,-0.309017,0.309124,-0.381752,11497
2.800000,-0.000000,0.460483,-0.079034,11223
2.801000,0.309017,0.609495,0.218991,11037
2.802000,0.587785,0.770036,0.540072,10793
2.803000,0.809017,0.884146,0.768292,10565
2.804000,0.951057,0.968324,0.936647,10481
2.805000,1.000000,0.998753,0.997506,10427
2.806000,0.951057,0.974403,0.948805,10548
2.807000,0.809017,0.895025,0.790050,10231
2.808000,0.587785,0.771780,0.543561,10801
2.809000,0.309017,0.631924,0.263847,10995
2.810000,0.000000,0.478420,-0.043161,11237
2.811000,-0.309017,0.309690,-0.380620,11476
2.812000,-0.587785,0.188584,-0.622832,11703
2.813000,-0.809017,0.090044,-0.819912,11872
2.814000,-0.951057,0.021490,-0.957020,11866
2.815000,-1.000000,0.000333,-0.999333,12000
2.816000,-0.951057,0.022044,-0.955912,11976
2.817000,-0.809017,0.081664,-0.836673,11878
2.818000,-0.587785,0.185621,-0.628757,11545
2.819000,-0.309017,0.305775,-0.388450,11515
2.820000,-0.000000,0.461867,-0.076267,11250
2.821000,0.309017,0.615364,0.230727,11013
2.822000,0.587785,0.759904,0.519807,10779
2.823000,0.809017,0.889986,0.779972,10635
2.824000,0.951057,0.964136,0.928272,10512
2.825000,1.000000,0.998663,0.997325,10468
2.826000,0.951057,0.974131,0.948263,10476
2.827000,0.809017,0.897821,0.795641,10599
2.828000,0.587785,0.772478,0.544957,10777
2.829000,0.309017,0.640405,0.280811,10954
2.830000,0.000000,0.466107,-0.067786,10961
2.831000,-0.309017,0.318520,-0.362960,11566
2.832000,-0.587785,0.184025,-0.631949,11656
2.833000,-0.809017,0.091484,-0.817031,11696
2.834000,-0.951057,0.021954,-0.956092,11934
2.835000,-1.000000,0.000000,-1.000000,11968
2.836000,-0.951057,0.020973,-0.958054,11920
2.837000,-0.809017,0.085976,-0.828048,11794
2.838000,-0.587785,0.179467,-0.641065,11679
2.839000,-0.309017,0.315068,-0.369863,11461
2.840000,-0.000000,0.453308,-0.093383,11244
2.841000,0.309017,0.623621,0.247241,10965
2.842000,0.587785,0.762434,0.524868,10797
2.843000,0.809017,0.886190,0.772381,10623
2.844000,0.951057,0.967194,0.934389,10486
2.845000,1.000000,0.998663,0.997326,10473
2.846000,0.951057,0.974303,0.948606,10507
2.847000,0.809017,0.897832,0.795664,10610
2.848000,0.587785,0.772622,0.545243,10753
2.849000,0.309017,0.631277,0.262555,10992
2.850000,0.000000,0.480356,-0.039287,11225
2.851000,-0.309017,0.311418,-0.377163,11499
2.852000,-0.587785,0.185299,-0.629401,11673
2.853000,-0.809017,0.090266,-0.819468,11876
2.854000,-0.951057,0.021775,-0.956449,11986
2.855000,-1.000000,0.000000,-1.000000,12032
2.856000,-0.951057,0.021734,-0.956533,12009
2.857000,-0.809017,0.084098,-0.831804,11879
2.858000,-0.587785,0.180880,-0.638240,11726
2.859000,-0.309017,0.317460,-0.365079,11466
2.860000,-0.000000,0.445202,-0.109596,12026
2.861000,0.309017,0.614376,0.228751,10977
2.862000,0.587785,0.759963,0.519926,10815
2.863000,0.809017,0.889046,0.778093,10590
2.864000,0.951057,0.964439,0.928877,10517
2.865000,1.000000,0.998758,0.997517,10470
2.866000,0.951057,0.973985,0.947970,10494
2.867000,0.809017,0.894203,0.788406,10643
2.868000,0.587785,0.772268,0.544536,10789
2.869000,0.309017,0.637647,0.275294,10981
2.870000,0.000000,0.465203,-0.069593,11208
2.871000,-0.309017,0.311641,-0.376718,11494
2.872000,-0.587785,0.193388,-0.613224,11676
2.873000,-0.809017,0.084614,-0.830772,11842
2.874000,-0.951057,0.021398,-0.957203,11543
2.875000,-1.000000,0.000000,-1.000000,11458
2.876000,-0.951057,0.021749,-0.956502,11265
2.877000,-0.809017,0.083684,-0.832633,10946
2.878000,-0.587785,0.184833,-0.630334,10523
2.879000,-0.309017,0.299274,-0.401451,10335
2.880000,-0.000000,0.465488,-0.069024,10692
2.881000,0.309017,0.619266,0.238532,10028
2.882000,0.587785,0.758432,0.516864,9873
2.883000,0.809017,0.884073,0.768145,9851
2.884000,0.951057,0.969095,0.938189,10063
2.885000,1.000000,0.997428,0.994856,10109
2.886000,0.951057,0.973725,0.947449,10428
2.887000,0.809017,0.899502,0.799004,10647
2.888000,0.587785,0.777425,0.554850,10711
2.889000,0.309017,0.626673,0.253345,11060
2.890000,0.000000,0.465152,-0.069697,11220
2.891000,-0.309017,0.326205,-0.347591,11456
2.892000,-0.587785,0.184586,-0.630827,11626
2.893000,-0.809017,0.082580,-0.834839,11843
2.894000,-0.951057,0.023796,-0.952409,11935
2.895000,-1.000000,0.000000,-1.000000,11980
2.896000,-0.951057,0.020977,-0.958047,11918
2.897000,-0.809017,0.082708,-0.834584,11861
2.898000,-0.587785,0.188057,-0.623886,11672
2.899000,-0.309017,0.303126,-0.393749,11454
2.900000,-0.000000,0.465270,-0.069461,11215
2.901000,0.309017,0.618029,0.236058,11082
2.902000,0.587785,0.759693,0.519386,10807
2.903000,0.809017,0.889424,0.778847,10599
2.904000,0.951057,0.967871,0.935741,10520
2.905000,1.000000,0.998759,0.997519,10478
2.906000,0.951057,0.974864,0.949729,10503
2.907000,0.809017,0.897429,0.794857,10578
2.908000,0.587785,0.772453,0.544907,10789
2.909000,0.309017,0.629136,0.258272,11031
2.910000,0.000000,0.478754,-0.042492,11202
2.911000,-0.309017,0.314701,-0.370599,11503
2.912000,-0.587785,0.184386,-0.631229,11720
2.913000,-0.809017,0.090572,-0.818855,11880
2.914000,-0.951057,0.022048,-0.955904,11974
2.915000,-1.000000,0.000000,-1.000000,12048
2.916000,-0.951057,0.020941,-0.958118,11986
2.917000,-0.809017,0.083025,-0.833950,11888
2.918000,-0.587785,0.178348,-0.643303,11685
2.919000,-0.309017,0.319662,-0.360676,11484
2.920000,-0.000000,0.451673,-0.096654,11267
2.921000,0.309017,0.623167,0.246335,10981
2.922000,0.587785,0.759863,0.519726,10798
2.923000,0.809017,0.889590,0.779180,10615
2.924000,0.951057,0.964221,0.928442,10509
2.925000,1.000000,0.998658,0.997317,10436
2.926000,0.951057,0.974188,0.948376,10499
2.927000,0.809017,0.897530,0.795060,10608
2.928000,0.587785,0.772727,0.545455,10780
2.929000,0.309017,0.636164,0.272328,10939
2.930000,0.000000,0.474989,-0.050022,11215
2.931000,-0.309017,0.312304,-0.375393,11460
2.932000,-0.587785,0.194266,-0.611469,11649
2.933000,-0.809017,0.083025,-0.833951,11876
2.934000,-0.951057,0.021870,-0.956259,11934
2.935000,-1.000000,0.000000,-1.000000,11968
2.936000,-0.951057,0.022116,-0.955769,11892
2.937000,-0.809017,0.082129,-0.835741,11835
2.938000,-0.587785,0.183518,-0.632965,11661
2.939000,-0.309017,0.314962,-0.370076,11449
2.940000,-0.000000,0.456187,-0.087625,11184
2.941000,0.309017,0.619191,0.238381,10995
2.942000,0.587785,0.760263,0.520526,10791
2.943000,0.809017,0.889664,0.779329,10604
2.944000,0.951057,0.963853,0.927706,10485
2.945000,1.000000,0.998663,0.997326,10470
2.946000,0.951057,0.973912,0.947824,10503
2.947000,0.809017,0.893750,0.787500,10560
2.948000,0.587785,0.775077,0.550153,10777
2.949000,0.309017,0.638410,0.276821,10971
2.950000,0.000000,0.464636,-0.070729,11226
2.951000,-0.309017,0.316010,-0.367979,11430
2.952000,-0.587785,0.194118,-0.611764,11663
2.953000,-0.809017,0.085801,-0.828398,11853
2.954000,-0.951057,0.020814,-0.958372,11867
2.955000,-1.000000,0.001728,-0.996544,12733
2.956000,-0.951057,0.020769,-0.958462,11989
2.957000,-0.809017,0.085644,-0.828711,11863
2.958000,-0.587785,0.176018,-0.647964,11692
2.959000,-0.309017,0.314415,-0.371170,11488
2.960000,-0.000000,0.462953,-0.074094,11256
2.961000,0.309017,0.614443,0.228885,11023
2.962000,0.587785,0.763979,0.527958,10766
2.963000,0.809017,0.884200,0.768399,10639
2.964000,0.951057,0.968907,0.937815,10517
2.965000,1.000000,0.997422,0.994843,10472
2.966000,0.951057,0.973282,0.946565,10480
2.967000,0.809017,0.898690,0.797380,10611
2.968000,0.587785,0.771953,0.543905,10796
2.969000,0.309017,0.621604,0.243209,10970
2.970000,0.000000,0.480285,-0.039430,11235
2.971000,-0.309017,0.317411,-0.365179,11493
2.972000,-0.587785,0.181616,-0.636767,11706
2.973000,-0.809017,0.086618,-0.826764,11822
2.974000,-0.951057,0.022013,-0.955974,11993
2.975000,-1.000000,0.000000,-1.000000,11665
2.976000,-0.951057,0.021625,-0.956750,11792
2.977000,-0.809017,0.082279,-0.835442,10987
2.978000,-0.587785,0.176272,-0.647457,10637
2.979000,-0.309017,0.317629,-0.364741,11356
2.980000,-0.000000,0.456648,-0.086703,10634
2.981000,0.309017,0.616311,0.232623,11121
2.982000,0.587785,0.764380,0.528760,9388
2.983000,0.809017,0.885481,0.770963,11413
2.984000,0.951057,0.965984,0.931968,10642
2.985000,1.000000,0.997436,0.994873,10142
2.986000,0.951057,0.973652,0.947303,9678
2.987000,0.809017,0.894556,0.789112,28802
2.988000,0.587785,0.783545,0.567091,11000
2.989000,0.309017,0.622467,0.244934,10905
2.990000,0.000000,0.467278,-0.065444,11231
2.991000,-0.309017,0.327883,-0.344234,11437
2.992000,-0.587785,0.188595,-0.622810,11644
2.993000,-0.809017,0.079549,-0.840901,11804
2.994000,-0.951057,0.024799,-0.950402,11936
2.995000,-1.000000,0.000000,-1.000000,11836
2.996000,-0.951057,0.020062,-0.959876,11913
2.997000,-0.809017,0.083059,-0.833883,11835
2.998000,-0.587785,0.186065,-0.627871,11625
2.999000,-0.309017,0.310189,-0.379622,11522
3.000000,-0.000000,0.458593,-0.082814,11230
3.001000,0.309017,0.620721,0.241442,11013
3.002000,0.587785,0.759930,0.519859,10801
3.003000,0.809017,0.889684,0.779367,10624
3.004000,0.951057,0.965478,0.930956,10486
3.005000,1.000000,0.998664,0.997327,10477
3.006000,0.951057,0.974108,0.948215,10505
3.007000,0.809017,0.895762,0.791525,10572
3.008000,0.587785,0.773279,0.546558,10793
3.009000,0.309017,0.639410,0.278820,10982
3.010000,0.000000,0.464156,-0.071689,11257
3.011000,-0.309017,0.315149,-0.369702,11420
3.012000,-0.587785,0.193529,-0.612942,11714
3.013000,-0.809017,0.085880,-0.828239,11877
3.014000,-0.951057,0.020917,-0.958167,12000
3.015000,-1.000000,0.001000,-0.998000,12002
3.016000,-0.951057,0.021980,-0.956040,12011
3.017000,-0.809017,0.081624,-0.836752,11896
3.018000,-0.587785,0.180665,-0.638669,11513
3.019000,-0.309017,0.308955,-0.382090,11513
3.020000,-0.000000,0.461149,-0.077702,11261
3.021000,0.309017,0.608901,0.217801,11033
3.022000,0.587785,0.773088,0.546176,10709
3.023000,0.809017,0.884749,0.769499,10629
3.024000,0.951057,0.969065,0.938131,10506
3.025000,1.000000,0.997420,0.994840,10466
3.026000,0.951057,0.974197,0.948394,10464
3.027000,0.809017,0.898953,0.797905,10599
3.028000,0.587785,0.777396,0.554793,10777
3.029000,0.309017,0.623501,0.247001,11004
3.030000,0.000000,0.475995,-0.048011,11185
3.031000,-0.309017,0.327255,-0.345489,11462
3.032000,-0.587785,0.181717,-0.636566,11683
3.033000,-0.809017,0.087004,-0.825991,11804
3.034000,-0.951057,0.021752,-0.956496,11953
3.035000,-1.000000,0.000000,-1.000000,11991
3.036000,-0.951057,0.020947,-0.958106,11935
3.037000,-0.809017,0.084902,-0.830195,11790
3.038000,-0.587785,0.185397,-0.629206,11710
3.039000,-0.309017,0.305038,-0.389925,11533
3.040000,-0.000000,0.466661,-0.066679,11203
3.041000,0.309017,0.618913,0.237827,10987
3.042000,0.587785,0.760797,0.521594,10790
3.043000,0.809017,0.889211,0.778422,10353
3.044000,0.951057,0.966185,0.932370,10380
3.045000,1.000000,0.998857,0.997714,10500
3.046000,0.951057,0.974083,0.948166,10495
3.047000,0.809017,0.898121,0.796242,10591
3.048000,0.587785,0.776008,0.552016,10737
3.049000,0.309017,0.634948,0.269897,10856
3.050000,0.000000,0.479368,-0.041265,11196
3.051000,-0.309017,0.323338,-0.353324,12306
3.052000,-0.587785,0.193228,-0.613545,11665
3.053000,-0.809017,0.085620,-0.828760,11843
3.054000,-0.951057,0.021950,-0.956101,11982
3.055000,-1.000000,0.000000,-1.000000,11729
3.056000,-0.951057,0.020703,-0.958593,12027
3.057000,-0.809017,0.085806,-0.828388,11864
3.058000,-0.587785,0.179242,-0.641516,11716
3.059000,-0.309017,0.313179,-0.373642,11412
3.060000,-0.000000,0.463870,-0.072260,11251
3.061000,0.309017,0.613896,0.227793,11010
3.062000,0.587785,0.765567,0.531134,10792
3.063000,0.809017,0.888531,0.777062,10559
3.064000,0.951057,0.969199,0.938397,10519
3.065000,1.000000,0.997422,0.994844,10473
3.066000,0.951057,0.974354,0.948708,10450
3.067000,0.809017,0.898596,0.797192,10611
3.068000,0.587785,0.782751,0.565503,10366
3.069000,0.309017,0.635094,0.270187,10737
3.070000,0.000000,0.469209,-0.061582,18252
3.071000,-0.309017,0.323391,-0.353219,10393
3.072000,-0.587785,0.192432,-0.615137,10861
3.073000,-0.809017,0.088278,-0.823445,11124
3.074000,-0.951057,0.024092,-0.951815,11705
3.075000,-1.000000,0.000973,-0.998054,10280
3.076000,-0.951057,0.019429,-0.961141,10551
3.077000,-0.809017,0.083386,-0.833228,11105
3.078000,-0.587785,0.184090,-0.631821,11967
3.079000,-0.309017,0.303829,-0.392343,10552
3.080000,-0.000000,0.458516,-0.082967,11149
3.081000,0.309017,0.622326,0.244652,10938
3.082000,0.587785,0.760104,0.520207,10813
3.083000,0.809017,0.889424,0.778849,10581
3.084000,0.951057,0.969104,0.938207,10519
3.085000,1.000000,0.998758,0.997516,10468
3.086000,0.951057,0.973760,0.947521,10366
3.087000,0.809017,0.901052,0.802105,10642
3.088000,0.587785,0.772992,0.545985,10797
3.089000,0.309017,0.632461,0.264923,10973
3.090000,0.000000,0.480229,-0.039543,11203
