Time (s),TX Value,Duty Cycle,Reconstructed Value,Poll Samples
1.130000,0.000000,0.478283,-0.043435,11926
1.131000,-0.309017,0.339052,-0.321896,9618
1.132000,-0.587785,0.190797,-0.618406,10236
1.133000,-0.809017,0.088046,-0.823909,12096
1.134000,-0.951057,0.024802,-0.950395,12015
1.135000,-1.000000,0.000000,-1.000000,12049
1.136000,-0.951057,0.020875,-0.958250,12503
1.137000,-0.809017,0.082898,-0.834204,11870
1.138000,-0.587785,0.184559,-0.630882,11709
1.139000,-0.309017,0.309709,-0.380582,11443
1.140000,-0.000000,0.462783,-0.074433,11245
1.141000,0.309017,0.609555,0.219110,11031
1.142000,0.587785,0.771421,0.542841,10714
1.143000,0.809017,0.882797,0.765594,10597
1.144000,0.951057,0.968153,0.936306,10519
1.145000,1.000000,0.998752,0.997503,10414
1.146000,0.951057,0.974419,0.948838,11063
1.147000,0.809017,0.898617,0.797233,10337
1.148000,0.587785,0.783119,0.566237,10485
1.149000,0.309017,0.641830,0.283660,9180
1.150000,0.000000,0.487406,-0.025189,9528
1.151000,-0.309017,0.326784,-0.346431,11656
1.152000,-0.587785,0.185839,-0.628322,11666
1.153000,-0.809017,0.084299,-0.831403,11827
1.154000,-0.951057,0.024888,-0.950224,11853
1.155000,-1.000000,0.000000,-1.000000,11977
1.156000,-0.951057,0.020893,-0.958214,11918
1.157000,-0.809017,0.085298,-0.829404,10774
1.158000,-0.587785,0.178590,-0.642820,11490
1.159000,-0.309017,0.308883,-0.382234,10593
1.160000,-0.000000,0.465010,-0.069980,13118
1.161000,0.309017,0.602774,0.205549,10669
1.162000,0.587785,0.765425,0.530850,10632
1.163000,0.809017,0.890269,0.780537,10307
1.164000,0.951057,0.964903,0.929806,9374
1.165000,1.000000,0.998850,0.997700,9564
1.166000,0.951057,0.973014,0.946029,9153
1.167000,0.809017,0.899733,0.799465,9724
1.168000,0.587785,0.777454,0.554908,6866
1.169000,0.309017,0.644004,0.288008,9531
1.170000,0.000000,0.477218,-0.045564,10425
1.171000,-0.309017,0.314801,-0.370398,28491
1.172000,-0.587785,0.189512,-0.620976,10469
1.173000,-0.809017,0.088011,-0.823978,8783
1.174000,-0.951057,0.023901,-0.952199,12008
1.175000,-1.000000,0.000000,-1.000000,11849
1.176000,-0.951057,0.020605,-0.958790,12036
1.177000,-0.809017,0.080095,-0.839810,11761
1.178000,-0.587785,0.183042,-0.633916,11735
1.179000,-0.309017,0.309089,-0.381821,11508
1.180000,-0.000000,0.462968,-0.074064,11139
1.181000,0.309017,0.612055,0.224110,10651
1.182000,0.587785,0.768899,0.537798,10437
1.183000,0.809017,0.883820,0.767640,9864
1.184000,0.951057,0.969383,0.938765,12052
1.185000,1.000000,0.998739,0.997478,9516
1.186000,0.951057,0.975000,0.950000,10600
1.187000,0.809017,0.897126,0.794253,10440
1.188000,0.587785,0.776907,0.553813,14030
1.189000,0.309017,0.633749,0.267498,10987
1.190000,0.000000,0.467108,-0.065785,11188
1.191000,-0.309017,0.316487,-0.367026,11397
1.192000,-0.587785,0.193297,-0.613405,11697
1.193000,-0.809017,0.085856,-0.828287,11857
1.194000,-0.951057,0.020669,-0.958662,11418
1.195000,-1.000000,0.000835,-0.998331,11983
1.196000,-0.951057,0.021923,-0.956154,11951
1.197000,-0.809017,0.081863,-0.836273,11849
1.198000,-0.587785,0.184229,-0.631543,11616
1.199000,-0.309017,0.316022,-0.367957,12015
1.200000,-0.000000,0.458361,-0.083277,10387
1.201000,0.309017,0.616907,0.233814,10410
1.202000,0.587785,0.768888,0.537775,9636
1.203000,0.809017,0.900947,0.801893,7077
1.204000,0.951057,0.967340,0.934680,9706
1.205000,1.000000,0.998656,0.997313,10419
1.206000,0.951057,0.974401,0.948802,10391
1.207000,0.809017,0.897774,0.795549,10604
1.208000,0.587785,0.772715,0.545429,10775
1.209000,0.309017,0.638539,0.277078,11744
1.210000,0.000000,0.465782,-0.068437,11222
1.211000,-0.309017,0.325504,-0.348992,11453
1.212000,-0.587785,0.193941,-0.612117,11653
1.213000,-0.809017,0.084789,-0.830421,13622
1.214000,-0.951057,0.021852,-0.956296,11944
1.215000,-1.000000,0.000000,-1.000000,12023
1.216000,-0.951057,0.021259,-0.957483,11854
1.217000,-0.809017,0.086662,-0.826676,11366
1.218000,-0.587785,0.181059,-0.637882,11615
1.219000,-0.309017,0.322497,-0.355006,13135
1.220000,-0.000000,0.442568,-0.114863,7522
1.221000,0.309017,0.612010,0.224020,10508
1.222000,0.587785,0.770476,0.540951,10134
1.223000,0.809017,0.892139,0.784279,10597
1.224000,0.951057,0.964624,0.929248,10346
1.225000,1.000000,0.998773,0.997546,10593
1.226000,0.951057,0.974470,0.948939,10419
1.227000,0.809017,0.897532,0.795065,10618
1.228000,0.587785,0.772651,0.545303,10794
1.229000,0.309017,0.631381,0.262762,10911
1.230000,0.000000,0.480815,-0.038369,11233
1.231000,-0.309017,0.317633,-0.364735,11507
1.232000,-0.587785,0.181252,-0.637496,11724
1.233000,-0.809017,0.090258,-0.819483,11877
1.234000,-0.951057,0.021893,-0.956213,11556
1.235000,-1.000000,0.000000,-1.000000,8653
1.236000,-0.951057,0.023176,-0.953649,8414
1.237000,-0.809017,0.084808,-0.830383,9492
1.238000,-0.587785,0.178258,-0.643485,9677
1.239000,-0.309017,0.306722,-0.386557,8004
1.240000,-0.000000,0.465545,-0.068909,11000
1.241000,0.309017,0.605984,0.211967,11799
1.242000,0.587785,0.763847,0.527693,10815
1.243000,0.809017,0.886736,0.773471,10630
1.244000,0.951057,0.968138,0.936276,10420
1.245000,1.000000,0.998765,0.997529,10523
1.246000,0.951057,0.974288,0.948576,10501
1.247000,0.809017,0.894355,0.788710,10611
1.248000,0.587785,0.775137,0.550275,10731
1.249000,0.309017,0.640193,0.280387,10967
1.250000,0.000000,0.464998,-0.070004,11228
1.251000,-0.309017,0.316092,-0.367815,11465
1.252000,-0.587785,0.193674,-0.612651,11256
1.253000,-0.809017,0.087682,-0.824637,9295
1.254000,-0.951057,0.023482,-0.953035,10263
1.255000,-1.000000,0.000297,-0.999407,10110
1.256000,-0.951057,0.021488,-0.957024,16893
1.257000,-0.809017,0.083848,-0.832303,6309
1.258000,-0.587785,0.174539,-0.650923,11327
1.259000,-0.309017,0.311585,-0.376829,11480
1.260000,-0.000000,0.465203,-0.069593,11208
1.261000,0.309017,0.620722,0.241444,10607
1.262000,0.587785,0.764107,0.528215,10420
1.263000,0.809017,0.888664,0.777328,9880
1.264000,0.951057,0.966425,0.932849,9501
1.265000,1.000000,0.997406,0.994811,10022
1.266000,0.951057,0.973002,0.946003,11334
1.267000,0.809017,0.898577,0.797155,21790
1.268000,0.587785,0.777487,0.554974,27877
1.269000,0.309017,0.632664,0.265327,9558
1.270000,0.000000,0.479670,-0.040659,9100
1.271000,-0.309017,0.327341,-0.345317,10347
1.272000,-0.587785,0.187937,-0.624126,7577
1.273000,-0.809017,0.089703,-0.820595,10323
1.274000,-0.951057,0.023727,-0.952547,12349
1.275000,-1.000000,0.000950,-0.998101,10531
1.276000,-0.951057,0.020497,-0.959005,11221
1.277000,-0.809017,0.080820,-0.838360,11804
1.278000,-0.587785,0.184796,-0.630407,11142
1.279000,-0.309017,0.310333,-0.379335,11217
1.280000,-0.000000,0.466015,-0.067970,11049
1.281000,0.309017,0.613561,0.227121,10796
1.282000,0.587785,0.764445,0.528890,10817
1.283000,0.809017,0.889985,0.779969,9735
1.284000,0.951057,0.965124,0.930248,10523
1.285000,1.000000,0.998675,0.997350,9811
1.286000,0.951057,0.973224,0.946448,10121
1.287000,0.809017,0.896162,0.792325,10006
1.288000,0.587785,0.781548,0.563097,10579
1.289000,0.309017,0.636996,0.273991,10931
1.290000,0.000000,0.474780,-0.050439,10706
1.291000,-0.309017,0.310092,-0.379816,10771
1.292000,-0.587785,0.190821,-0.618357,10350
1.293000,-0.809017,0.087770,-0.824461,10801
1.294000,-0.951057,0.021665,-0.956671,11678
1.295000,-1.000000,0.000000,-1.000000,11523
1.296000,-0.951057,0.021629,-0.956743,11420
1.297000,-0.809017,0.083407,-0.833185,11270
1.298000,-0.587785,0.171086,-0.657828,9843
1.299000,-0.309017,0.313893,-0.372213,10854
1.300000,-0.000000,0.452652,-0.094697,10465
1.301000,0.309017,0.625098,0.250197,16511
1.302000,0.587785,0.765122,0.530244,10746
1.303000,0.809017,0.885776,0.771552,10637
1.304000,0.951057,0.969038,0.938077,10400
1.305000,1.000000,0.997424,0.994847,10480
1.306000,0.951057,0.973228,0.946456,10496
1.307000,0.809017,0.898294,0.796588,10550
1.308000,0.587785,0.777943,0.555886,10763
1.309000,0.309017,0.624340,0.248680,10986
1.310000,0.000000,0.479961,-0.040079,11203
1.311000,-0.309017,0.322487,-0.355025,11402
1.312000,-0.587785,0.180349,-0.639302,11694
1.313000,-0.809017,0.088747,-0.822506,11730
1.314000,-0.951057,0.024825,-0.950350,12004
1.315000,-1.000000,0.000000,-1.000000,11903
1.316000,-0.951057,0.020650,-0.958699,11961
1.317000,-0.809017,0.082431,-0.835138,11913
1.318000,-0.587785,0.183817,-0.632366,11642
1.319000,-0.309017,0.307796,-0.384408,11134
1.320000,-0.000000,0.462516,-0.074969,11258
1.321000,0.309017,0.616023,0.232046,10847
1.322000,0.587785,0.760762,0.521524,10709
1.323000,0.809017,0.889723,0.779446,10655
1.324000,0.951057,0.965117,0.930235,10521
1.325000,1.000000,0.998664,0.997328,10478
1.326000,0.951057,0.974457,0.948914,10453
1.327000,0.809017,0.894103,0.788206,10463
1.328000,0.587785,0.774786,0.549571,10732
1.329000,0.309017,0.641030,0.282061,10831
1.330000,0.000000,0.464492,-0.071016,11251
1.331000,-0.309017,0.316403,-0.367194,11498
1.332000,-0.587785,0.193741,-0.612517,11696
1.333000,-0.809017,0.086060,-0.827881,11829
1.334000,-0.951057,0.020741,-0.958517,12005
1.335000,-1.000000,0.000996,-0.998007,12044
1.336000,-0.951057,0.021505,-0.956989,11997
1.337000,-0.809017,0.077719,-0.844563,12571
1.338000,-0.587785,0.182373,-0.635255,11641
1.339000,-0.309017,0.309808,-0.380385,11491
1.340000,-0.000000,0.464419,-0.071161,11214
1.341000,0.309017,0.609999,0.219998,11041
1.342000,0.587785,0.770265,0.540531,10782
1.343000,0.809017,0.884137,0.768274,10616
1.344000,0.951057,0.968478,0.936957,10469
1.345000,1.000000,0.998089,0.996179,10468
1.346000,0.951057,0.972952,0.945905,10500
1.347000,0.809017,0.898905,0.797810,10594
1.348000,0.587785,0.777249,0.554498,10716
1.349000,0.309017,0.624157,0.248314,10970
1.350000,0.000000,0.465180,-0.069640,10583
1.351000,-0.309017,0.329019,-0.341963,11279
1.352000,-0.587785,0.189334,-0.621331,11720
1.353000,-0.809017,0.085953,-0.828093,11355
1.354000,-0.951057,0.024929,-0.950142,11232
1.355000,-1.000000,0.000463,-0.999073,10790
1.356000,-0.951057,0.022091,-0.955818,11362
1.357000,-0.809017,0.082015,-0.835970,11693
1.358000,-0.587785,0.186965,-0.626070,14714
1.359000,-0.309017,0.315874,-0.368253,10634
1.360000,-0.000000,0.451775,-0.096451,10368
1.361000,0.309017,0.624367,0.248735,10079
1.362000,0.587785,0.765528,0.531056,10449
1.363000,0.809017,0.881367,0.762734,10621
1.364000,0.951057,0.964528,0.929057,10008
1.365000,1.000000,0.998706,0.997413,10050
1.366000,0.951057,0.973194,0.946388,10632
1.367000,0.809017,0.899152,0.798303,10610
1.368000,0.587785,0.777840,0.555679,10776
1.369000,0.309017,0.629928,0.259857,10906
1.370000,0.000000,0.478195,-0.043610,11213
1.371000,-0.309017,0.327460,-0.345080,11464
1.372000,-0.587785,0.179347,-0.641306,11698
1.373000,-0.809017,0.089494,-0.821013,11945
1.374000,-0.951057,0.024793,-0.950413,11979
1.375000,-1.000000,0.000000,-1.000000,12022
1.376000,-0.951057,0.021071,-0.957858,11912
1.377000,-0.809017,0.083172,-0.833656,11879
1.378000,-0.587785,0.185828,-0.628344,11699
1.379000,-0.309017,0.307518,-0.384963,11505
1.380000,-0.000000,0.466232,-0.067535,11209
1.381000,0.309017,0.609761,0.219521,11024
1.382000,0.587785,0.767262,0.534524,9964
1.383000,0.809017,0.887018,0.774036,10453
1.384000,0.951057,0.968152,0.936305,10456
1.385000,1.000000,0.998760,0.997521,10486
1.386000,0.951057,0.974020,0.948040,10508
1.387000,0.809017,0.893370,0.786740,10588
1.388000,0.587785,0.772487,0.544975,10795
1.389000,0.309017,0.639567,0.279133,10984
1.390000,0.000000,0.463673,-0.072655,11245
1.391000,-0.309017,0.316620,-0.366760,11468
1.392000,-0.587785,0.193689,-0.612622,11694
1.393000,-0.809017,0.085601,-0.828798,11869
1.394000,-0.951057,0.020773,-0.958455,11987
1.395000,-1.000000,0.001001,-0.997998,11991
1.396000,-0.951057,0.021946,-0.956108,11984
1.397000,-0.809017,0.081739,-0.836521,11867
1.398000,-0.587785,0.183868,-0.632265,11666
1.399000,-0.309017,0.311303,-0.377395,11484
1.400000,-0.000000,0.460936,-0.078128,11238
1.401000,0.309017,0.615231,0.230462,11004
1.402000,0.587785,0.759457,0.518914,10759
1.403000,0.809017,0.889506,0.779013,10616
1.404000,0.951057,0.967929,0.935858,10508
1.405000,1.000000,0.998662,0.997324,10462
1.406000,0.951057,0.974033,0.948067,10475
1.407000,0.809017,0.894181,0.788362,10603
1.408000,0.587785,0.778759,0.557517,10762
1.409000,0.309017,0.634418,0.268837,10936
1.410000,0.000000,0.465377,-0.069245,11221
1.411000,-0.309017,0.320985,-0.358029,11446
1.412000,-0.587785,0.194211,-0.611579,11642
1.413000,-0.809017,0.085794,-0.828411,11784
1.414000,-0.951057,0.021548,-0.956905,11927
1.415000,-1.000000,0.001002,-0.997995,11972
1.416000,-0.951057,0.021121,-0.957757,11931
1.417000,-0.809017,0.083531,-0.832938,11792
1.418000,-0.587785,0.188272,-0.623457,11664
1.419000,-0.309017,0.305468,-0.389064,11448
1.420000,-0.000000,0.467909,-0.064183,11218
1.421000,0.309017,0.612133,0.224265,11094
1.422000,0.587785,0.759655,0.519311,10797
1.423000,0.809017,0.889883,0.779766,10616
1.424000,0.951057,0.967757,0.935515,10483
1.425000,1.000000,0.998759,0.997518,10476
1.426000,0.951057,0.974305,0.948611,10508
1.427000,0.809017,0.893954,0.787907,10618
1.428000,0.587785,0.776350,0.552700,10740
1.429000,0.309017,0.635851,0.271702,10990
1.430000,0.000000,0.464327,-0.071346,11199
1.431000,-0.309017,0.319227,-0.361546,11484
1.432000,-0.587785,0.199046,-0.601908,12580
1.433000,-0.809017,0.084982,-0.830037,11932
1.434000,-0.951057,0.020899,-0.958201,12010
1.435000,-1.000000,0.001001,-0.997999,11993
1.436000,-0.951057,0.021656,-0.956688,12006
1.437000,-0.809017,0.081862,-0.836275,11898
1.438000,-0.587785,0.182632,-0.634735,11723
1.439000,-0.309017,0.308921,-0.382158,11456
1.440000,-0.000000,0.463677,-0.072647,11260
1.441000,0.309017,0.618429,0.236859,11015
1.442000,0.587785,0.761922,0.523845,10799
1.443000,0.809017,0.886465,0.772929,10587
1.444000,0.951057,0.967957,0.935913,10517
1.445000,1.000000,0.998662,0.997325,10466
1.446000,0.951057,0.974084,0.948169,10457
1.447000,0.809017,0.894176,0.788353,10612
1.448000,0.587785,0.782467,0.564934,10757
1.449000,0.309017,0.629748,0.259495,10979
1.450000,0.000000,0.467342,-0.065317,11161
1.451000,-0.309017,0.324456,-0.351088,11490
1.452000,-0.587785,0.187228,-0.625543,11275
1.453000,-0.809017,0.090995,-0.818010,11616
1.454000,-0.951057,0.025013,-0.949974,11354
1.455000,-1.000000,0.000758,-0.998484,13192
1.456000,-0.951057,0.021206,-0.957587,10893
1.457000,-0.809017,0.080600,-0.838801,11675
1.458000,-0.587785,0.184139,-0.631721,11475
1.459000,-0.309017,0.299893,-0.400215,10237
1.460000,-0.000000,0.467280,-0.065439,9887
1.461000,0.309017,0.616005,0.232010,10784
1.462000,0.587785,0.772423,0.544845,10146
1.463000,0.809017,0.882000,0.763999,9822
1.464000,0.951057,0.967545,0.935090,10322
1.465000,1.000000,0.999517,0.999034,28974
1.466000,0.951057,0.974398,0.948796,10507
1.467000,0.809017,0.897728,0.795457,10609
1.468000,0.587785,0.773440,0.546879,10783
1.469000,0.309017,0.639479,0.278958,10446
1.470000,0.000000,0.466637,-0.066726,11225
1.471000,-0.309017,0.313446,-0.373108,11431
1.472000,-0.587785,0.194113,-0.611774,11653
1.473000,-0.809017,0.086397,-0.827207,11806
1.474000,-0.951057,0.021081,-0.957838,11954
1.475000,-1.000000,0.000930,-0.998141,11833
1.476000,-0.951057,0.021943,-0.956114,11940
1.477000,-0.809017,0.083411,-0.833178,11821
1.478000,-0.587785,0.181725,-0.636550,11710
1.479000,-0.309017,0.319847,-0.360307,11468
1.480000,-0.000000,0.452601,-0.094799,11266
1.481000,0.309017,0.623269,0.246538,10976
1.482000,0.587785,0.760078,0.520155,10816
1.483000,0.809017,0.886543,0.773085,10418
1.484000,0.951057,0.968385,0.936770,10533
1.485000,1.000000,0.998667,0.997333,10500
1.486000,0.951057,0.974741,0.949482,10531
1.487000,0.809017,0.893775,0.787551,10619
1.488000,0.587785,0.780472,0.560944,10682
1.489000,0.309017,0.630188,0.260376,11011
1.490000,0.000000,0.464210,-0.071581,11260
1.491000,-0.309017,0.326371,-0.347258,11490
1.492000,-0.587785,0.188885,-0.622230,11642
1.493000,-0.809017,0.081276,-0.837448,11910
1.494000,-0.951057,0.024683,-0.950634,11992
1.495000,-1.000000,0.000000,-1.000000,11977
1.496000,-0.951057,0.020707,-0.958585,11735
1.497000,-0.809017,0.082306,-0.835389,11919
1.498000,-0.587785,0.187682,-0.624637,11706
1.499000,-0.309017,0.306450,-0.387100,11457
1.500000,-0.000000,0.465915,-0.068170,11266
1.501000,0.309017,0.617487,0.234974,11014
1.502000,0.587785,0.762753,0.525505,10782
1.503000,0.809017,0.885828,0.771655,10598
1.504000,0.951057,0.967745,0.935490,10510
1.505000,1.000000,0.998758,0.997517,10470
1.506000,0.951057,0.974207,0.948414,10468
1.507000,0.809017,0.894598,0.789196,10607
1.508000,0.587785,0.783086,0.566171,10760
1.509000,0.309017,0.630783,0.261566,10980
1.510000,0.000000,0.466422,-0.067156,11183
1.511000,-0.309017,0.325304,-0.349391,11417
1.512000,-0.587785,0.187511,-0.624978,11418
1.513000,-0.809017,0.083298,-0.833404,11861
1.514000,-0.951057,0.023048,-0.953903,11888
1.515000,-1.000000,0.001001,-0.997998,11987
1.516000,-0.951057,0.021496,-0.957007,11909
1.517000,-0.809017,0.082378,-0.835244,11775
1.518000,-0.587785,0.188171,-0.623659,11649
1.519000,-0.309017,0.305887,-0.388225,11465
1.520000,-0.000000,0.468530,-0.062941,11201
1.521000,0.309017,0.610889,0.221777,10984
1.522000,0.587785,0.768646,0.537291,10780
1.523000,0.809017,0.881638,0.763277,10620
1.524000,0.951057,0.968224,0.936448,10511
1.525000,1.000000,0.998659,0.997318,10441
1.526000,0.951057,0.974286,0.948571,10500
1.527000,0.809017,0.903778,0.807556,11328
1.528000,0.587785,0.778294,0.556587,10771
1.529000,0.309017,0.625510,0.251019,11039
1.530000,0.000000,0.467949,-0.064103,11232
1.531000,-0.309017,0.327604,-0.344791,11462
1.532000,-0.587785,0.188734,-0.622531,11646
1.533000,-0.809017,0.081566,-0.836869,11880
1.534000,-0.951057,0.024898,-0.950205,11969
1.535000,-1.000000,0.000000,-1.000000,12021
1.536000,-0.951057,0.020854,-0.958291,11940
1.537000,-0.809017,0.082730,-0.834540,11882
1.538000,-0.587785,0.182788,-0.634423,11713
1.539000,-0.309017,0.310930,-0.378141,11382
1.540000,-0.000000,0.466530,-0.066940,11204
1.541000,0.309017,0.610220,0.220440,11037
1.542000,0.587785,0.769302,0.538604,10789
1.543000,0.809017,0.884823,0.769645,10575
1.544000,0.951057,0.968075,0.936150,10556
1.545000,1.000000,0.998721,0.997442,10165
1.546000,0.951057,0.973717,0.947434,10425
1.547000,0.809017,0.894806,0.789613,12111
1.548000,0.587785,0.776523,0.553045,17174
1.549000,0.309017,0.631347,0.262693,9513
1.550000,0.000000,0.476244,-0.047512,9829
1.551000,-0.309017,0.318328,-0.363345,57312
1.552000,-0.587785,0.191314,-0.617373,11259
1.553000,-0.809017,0.088148,-0.823704,11787
1.554000,-0.951057,0.024670,-0.950660,11512
1.555000,-1.000000,0.000925,-0.998150,11890
1.556000,-0.951057,0.021038,-0.957923,11883
1.557000,-0.809017,0.082411,-0.835179,11831
1.558000,-0.587785,0.188052,-0.623896,11667
1.559000,-0.309017,0.311787,-0.376425,11139
1.560000,-0.000000,0.467522,-0.064956,11223
1.561000,0.309017,0.612328,0.224657,10999
1.562000,0.587785,0.769695,0.539389,10777
1.563000,0.809017,0.879262,0.758525,10411
1.564000,0.951057,0.968062,0.936124,10489
1.565000,1.000000,0.998700,0.997400,10000
1.566000,0.951057,0.973726,0.947453,10581
1.567000,0.809017,0.898827,0.797653,10398
1.568000,0.587785,0.779613,0.559225,10840
1.569000,0.309017,0.624602,0.249204,10991
1.570000,0.000000,0.471730,-0.056540,11178
1.571000,-0.309017,0.327830,-0.344340,11448
1.572000,-0.587785,0.185598,-0.628804,11665
1.573000,-0.809017,0.084391,-0.831217,11814
1.574000,-0.951057,0.024952,-0.950097,11903
1.575000,-1.000000,0.000000,-1.000000,11992
1.576000,-0.951057,0.020922,-0.958155,11949
1.577000,-0.809017,0.082883,-0.834234,11848
1.578000,-0.587785,0.180930,-0.638141,11662
1.579000,-0.309017,0.313316,-0.373368,11490
1.580000,-0.000000,0.465588,-0.068824,11246
1.581000,0.309017,0.611625,0.223250,11028
1.582000,0.587785,0.768455,0.536910,10810
1.583000,0.809017,0.884489,0.768978,10631
1.584000,0.951057,0.969193,0.938385,10517
1.585000,1.000000,0.997511,0.995023,10448
1.586000,0.951057,0.973076,0.946152,10511
1.587000,0.809017,0.898680,0.797361,10610
1.588000,0.587785,0.777654,0.555308,10776
1.589000,0.309017,0.621441,0.242882,10923
1.590000,0.000000,0.474231,-0.051537,11254
1.591000,-0.309017,0.327206,-0.345588,11479
1.592000,-0.587785,0.180584,-0.638832,11712
1.593000,-0.809017,0.088608,-0.822785,11850
1.594000,-0.951057,0.021736,-0.956529,12008
1.595000,-1.000000,0.000000,-1.000000,12041
1.596000,-0.951057,0.020802,-0.958396,11922
1.597000,-0.809017,0.086020,-0.827961,11695
1.598000,-0.587785,0.178544,-0.642912,11633
1.599000,-0.309017,0.314410,-0.371180,11485
1.600000,-0.000000,0.458185,-0.083631,11216
1.601000,0.309017,0.614597,0.229193,11030
1.602000,0.587785,0.766030,0.532060,10839
1.603000,0.809017,0.884963,0.769927,10614
1.604000,0.951057,0.969289,0.938579,10485
1.605000,1.000000,0.997327,0.994653,10474
1.606000,0.951057,0.973167,0.946333,10472
1.607000,0.809017,0.898733,0.797466,10576
1.608000,0.587785,0.778231,0.556463,10777
1.609000,0.309017,0.624022,0.248044,10990
1.610000,0.000000,0.473543,-0.052913,11207
1.611000,-0.309017,0.328689,-0.342622,11412
1.612000,-0.587785,0.184335,-0.631331,11669
1.613000,-0.809017,0.085166,-0.829668,11824
1.614000,-0.951057,0.024885,-0.950230,11935
1.615000,-1.000000,0.000000,-1.000000,11918
1.616000,-0.951057,0.020952,-0.958096,11932
1.617000,-0.809017,0.085806,-0.828388,11829
1.618000,-0.587785,0.183921,-0.632158,11369
1.619000,-0.309017,0.313961,-0.372079,11425
1.620000,-0.000000,0.458619,-0.082763,11249
1.621000,0.309017,0.619971,0.239942,10986
1.622000,0.587785,0.746981,0.493961,11592
1.623000,0.809017,0.890411,0.780822,10658
1.624000,0.951057,0.964017,0.928034,10505
1.625000,1.000000,0.998759,0.997517,10473
1.626000,0.951057,0.974325,0.948649,10477
1.627000,0.809017,0.893735,0.787471,10615
1.628000,0.587785,0.775478,0.550956,10774
1.629000,0.309017,0.637011,0.274023,10948
1.630000,0.000000,0.465214,-0.069573,11240
1.631000,-0.309017,0.317005,-0.365990,11473
1.632000,-0.587785,0.194190,-0.611621,11669
1.633000,-0.809017,0.086118,-0.827764,11821
1.634000,-0.951057,0.020971,-0.958058,11969
1.635000,-1.000000,0.000999,-0.998003,12017
1.636000,-0.951057,0.021795,-0.956410,12021
1.637000,-0.809017,0.084740,-0.830521,11258
1.638000,-0.587785,0.183668,-0.632664,11352
1.639000,-0.309017,0.315470,-0.369061,13491
1.640000,-0.000000,0.460484,-0.079032,10211
1.641000,0.309017,0.610496,0.220992,10023
1.642000,0.587785,0.769801,0.539601,9987
1.643000,0.809017,0.885742,0.771484,9286
1.644000,0.951057,0.965934,0.931868,9511
1.645000,1.000000,0.997831,0.995662,10144
1.646000,0.951057,0.973702,0.947404,10229
1.647000,0.809017,0.900318,0.800635,9761
1.648000,0.587785,0.777053,0.554106,10119
1.649000,0.309017,0.634284,0.268567,10664
1.650000,0.000000,0.472926,-0.054148,11173
1.651000,-0.309017,0.321252,-0.357496,11119
1.652000,-0.587785,0.191834,-0.616331,11781
1.653000,-0.809017,0.090219,-0.819562,11860
1.654000,-0.951057,0.021946,-0.956108,11984
1.655000,-1.000000,0.000000,-1.000000,11918
1.656000,-0.951057,0.021869,-0.956261,11843
1.657000,-0.809017,0.081794,-0.836411,11859
1.658000,-0.587785,0.183509,-0.632982,11667
1.659000,-0.309017,0.312637,-0.374726,11387
1.660000,-0.000000,0.458385,-0.083230,11318
1.661000,0.309017,0.623262,0.246524,11005
1.662000,0.587785,0.759848,0.519696,10789
1.663000,0.809017,0.885704,0.771407,10639
1.664000,0.951057,0.969237,0.938473,10402
1.665000,1.000000,0.997528,0.995056,10518
1.666000,0.951057,0.972852,0.945703,10461
1.667000,0.809017,0.897519,0.795038,10480
1.668000,0.587785,0.779915,0.559829,10764
1.669000,0.309017,0.623380,0.246760,10958
1.670000,0.000000,0.469775,-0.060449,11216
1.671000,-0.309017,0.328002,-0.343996,11442
1.672000,-0.587785,0.188449,-0.623101,11653
1.673000,-0.809017,0.082479,-0.835043,11797
1.674000,-0.951057,0.024711,-0.950578,11938
1.675000,-1.000000,0.000000,-1.000000,11973
1.676000,-0.951057,0.020872,-0.958256,11930
1.677000,-0.809017,0.083376,-0.833249,11802
1.678000,-0.587785,0.183990,-0.632021,11680
1.679000,-0.309017,0.309654,-0.380691,11487
1.680000,-0.000000,0.463619,-0.072763,11242
1.681000,0.309017,0.612663,0.225327,11024
1.682000,0.587785,0.768617,0.537235,10783
1.683000,0.809017,0.881190,0.762380,10622
1.684000,0.951057,0.967573,0.935145,10485
1.685000,1.000000,0.998759,0.997518,10477
1.686000,0.951057,0.974205,0.948410,10506
1.687000,0.809017,0.894553,0.789107,10612
1.688000,0.587785,0.781308,0.562616,10764
1.689000,0.309017,0.627189,0.254377,10909
1.690000,0.000000,0.471214,-0.057573,11099
1.691000,-0.309017,0.325807,-0.348385,11427
1.692000,-0.587785,0.192773,-0.614454,11568
1.693000,-0.809017,0.082432,-0.835135,11840
1.694000,-0.951057,0.023357,-0.953285,11902
1.695000,-1.000000,0.000000,-1.000000,11947
1.696000,-0.951057,0.020887,-0.958225,11969
1.697000,-0.809017,0.082196,-0.835607,11728
1.698000,-0.587785,0.187757,-0.624486,11664
1.699000,-0.309017,0.302074,-0.395852,11378
1.700000,-0.000000,0.467373,-0.065254,10191
1.701000,0.309017,0.613833,0.227665,10656
1.702000,0.587785,0.755444,0.510887,10333
1.703000,0.809017,0.885266,0.770533,10459
1.704000,0.951057,0.968215,0.936430,10225
1.705000,1.000000,0.998764,0.997527,10514
1.706000,0.951057,0.974312,0.948625,10433
1.707000,0.809017,0.897605,0.795210,10606
1.708000,0.587785,0.772340,0.544679,10788
1.709000,0.309017,0.639603,0.279205,10974
